type	time	latitude	longitude	altitude (m)	name	desc
T	2020-09-19 10:30:20	51.301403325	-0.354065588	69.6		
T	2020-09-19 10:30:21	51.301406594	-0.354061648	69.4		
T	2020-09-19 10:30:22	51.301407013	-0.354058631	69.6		
T	2020-09-19 10:30:23	51.301407181	-0.354054272	69.6		
T	2020-09-19 10:30:24	51.301409276	-0.354048489	69.4		
T	2020-09-19 10:30:25	51.301412461	-0.354043962	69.4		
T	2020-09-19 10:30:26	51.301413300	-0.354041029	69.4		
T	2020-09-19 10:30:27	51.301413802	-0.354033737	69.4		
T	2020-09-19 10:30:28	51.301413970	-0.354031725	69.4		
T	2020-09-19 10:30:29	51.301415060	-0.354033820	69.4		
T	2020-09-19 10:30:30	51.301401397	-0.354019403	69.4		
T	2020-09-19 10:30:31	51.301391590	-0.354011357	69.4		
T	2020-09-19 10:30:32	51.301381616	-0.354000544	69.4		
T	2020-09-19 10:30:33	51.301384466	-0.354000544	69.6		
T	2020-09-19 10:30:34	51.301386310	-0.353996689	69.6		
T	2020-09-19 10:30:35	51.301386477	-0.353996353	69.6		
T	2020-09-19 10:30:36	51.301386477	-0.353995515	69.6		
T	2020-09-19 10:30:37	51.301388070	-0.353999874	69.6		
T	2020-09-19 10:30:38	51.301393770	-0.354008088	69.6		
T	2020-09-19 10:30:39	51.301395278	-0.354014290	69.6		
T	2020-09-19 10:30:40	51.301393602	-0.354020996	69.6		
T	2020-09-19 10:30:41	51.301392009	-0.354023678	69.6		
T	2020-09-19 10:30:42	51.301387651	-0.354025858	69.6		
T	2020-09-19 10:30:43	51.301385304	-0.354028121	69.6		
T	2020-09-19 10:30:44	51.301384466	-0.354033653	69.6		
T	2020-09-19 10:30:45	51.301377593	-0.354045974	69.6		
T	2020-09-19 10:30:46	51.301371977	-0.354059720	69.6		
T	2020-09-19 10:30:47	51.301373066	-0.354080005	69.6		
T	2020-09-19 10:30:48	51.301376419	-0.354114706	69.6		
T	2020-09-19 10:30:49	51.301373066	-0.354153262	69.6		
T	2020-09-19 10:30:50	51.301372480	-0.354190227	69.6		
T	2020-09-19 10:30:51	51.301371306	-0.354223503	69.8		
T	2020-09-19 10:30:52	51.301370971	-0.354260718	69.8		
T	2020-09-19 10:30:53	51.301364684	-0.354297264	70.0		
T	2020-09-19 10:30:54	51.301353620	-0.354333557	70.0		
T	2020-09-19 10:30:55	51.301340126	-0.354359541	70.2		
T	2020-09-19 10:30:56	51.301322021	-0.354378987	70.2		
T	2020-09-19 10:30:57	51.301307017	-0.354391811	70.4		
T	2020-09-19 10:30:58	51.301288409	-0.354400696	70.8		
T	2020-09-19 10:30:59	51.301268460	-0.354415951	71.0		
T	2020-09-19 10:31:00	51.301247170	-0.354434224	71.2		
T	2020-09-19 10:31:01	51.301227305	-0.354453335	71.4		
T	2020-09-19 10:31:02	51.301204506	-0.354472194	71.4		
T	2020-09-19 10:31:03	51.301180953	-0.354490802	71.4		
T	2020-09-19 10:31:04	51.301156729	-0.354516786	71.4		
T	2020-09-19 10:31:05	51.301133512	-0.354546877	71.4		
T	2020-09-19 10:31:06	51.301111970	-0.354572944	71.4		
T	2020-09-19 10:31:07	51.301090596	-0.354597755	71.4		
T	2020-09-19 10:31:08	51.301070647	-0.354621056	71.2		
T	2020-09-19 10:31:09	51.301054303	-0.354643017	71.2		
T	2020-09-19 10:31:10	51.301047178	-0.354664223	71.0		
T	2020-09-19 10:31:11	51.301047429	-0.354674365	70.8		
T	2020-09-19 10:31:12	51.301048435	-0.354676796	70.8		
T	2020-09-19 10:31:13	51.301051453	-0.354668917	70.6		
T	2020-09-19 10:31:14	51.301055057	-0.354657015	70.6		
T	2020-09-19 10:31:15	51.301062517	-0.354641760	70.6		
T	2020-09-19 10:31:16	51.301078526	-0.354620889	70.6		
T	2020-09-19 10:31:17	51.301093446	-0.354592474	70.6		
T	2020-09-19 10:31:18	51.301116329	-0.354565065	70.8		
T	2020-09-19 10:31:19	51.301138122	-0.354536483	71.2		
T	2020-09-19 10:31:20	51.301164022	-0.354518462	71.4		
T	2020-09-19 10:31:21	51.301182210	-0.354503710	71.6		
T	2020-09-19 10:31:22	51.301198471	-0.354488036	71.8		
T	2020-09-19 10:31:23	51.301214984	-0.354478816	72.0		
T	2020-09-19 10:31:24	51.301232167	-0.354470015	72.0		
T	2020-09-19 10:31:25	51.301238872	-0.354454340	72.0		
T	2020-09-19 10:31:26	51.301252535	-0.354441432	72.0		
T	2020-09-19 10:31:27	51.301277513	-0.354429195	72.0		
T	2020-09-19 10:31:28	51.301295869	-0.354416370	72.0		
T	2020-09-19 10:31:29	51.301310454	-0.354401115	71.8		
T	2020-09-19 10:31:30	51.301320344	-0.354385693	71.4		
T	2020-09-19 10:31:31	51.301333671	-0.354376221	71.2		
T	2020-09-19 10:31:32	51.301344652	-0.354371779	71.0		
T	2020-09-19 10:31:33	51.301351357	-0.354366917	71.0		
T	2020-09-19 10:31:34	51.301349932	-0.354363061	71.0		
T	2020-09-19 10:31:35	51.301350184	-0.354362978	70.8		
T	2020-09-19 10:31:36	51.301353704	-0.354356943	70.8		
T	2020-09-19 10:31:37	51.301350771	-0.354344789	70.6		
T	2020-09-19 10:31:38	51.301346328	-0.354328277	70.6		
T	2020-09-19 10:31:39	51.301341802	-0.354302460	70.6		
T	2020-09-19 10:31:40	51.301341048	-0.354256611	70.6		
T	2020-09-19 10:31:41	51.301345909	-0.354205733	70.6		
T	2020-09-19 10:31:42	51.301354626	-0.354162315	70.8		
T	2020-09-19 10:31:43	51.301354207	-0.354124848	70.8		
T	2020-09-19 10:31:44	51.301354878	-0.354091739	70.8		
T	2020-09-19 10:31:45	51.301354961	-0.354068521	70.8		
T	2020-09-19 10:31:46	51.301351357	-0.354054943	70.8		
T	2020-09-19 10:31:47	51.301348424	-0.354053518	70.6		
T	2020-09-19 10:31:48	51.301347250	-0.354051590	70.6		
T	2020-09-19 10:31:49	51.301347585	-0.354048992	70.6		
T	2020-09-19 10:31:50	51.301349010	-0.354045220	70.6		
T	2020-09-19 10:31:51	51.301352531	-0.354037425	70.6		
T	2020-09-19 10:31:52	51.301363260	-0.354027366	70.6		
T	2020-09-19 10:31:53	51.301373569	-0.354016051	70.4		
T	2020-09-19 10:31:54	51.301382119	-0.354002472	70.4		
T	2020-09-19 10:31:55	51.301390920	-0.353988893	70.4		
T	2020-09-19 10:31:56	51.301396117	-0.353974560	70.4		
T	2020-09-19 10:31:57	51.301399386	-0.353958383	70.4		
T	2020-09-19 10:31:58	51.301406259	-0.353933070	70.2		
T	2020-09-19 10:31:59	51.301418832	-0.353908343	70.2		
T	2020-09-19 10:32:00	51.301432494	-0.353880767	70.2		
T	2020-09-19 10:32:01	51.301443139	-0.353863584	70.2		
T	2020-09-19 10:32:02	51.301453365	-0.353851849	70.2		
T	2020-09-19 10:32:03	51.301465854	-0.353841875	70.4		
T	2020-09-19 10:32:04	51.301479768	-0.353835924	70.4		
T	2020-09-19 10:32:05	51.301491586	-0.353830643	70.6		
T	2020-09-19 10:32:06	51.301499465	-0.353825698	70.6		
T	2020-09-19 10:32:07	51.301509859	-0.353815388	70.8		
T	2020-09-19 10:32:08	51.301522851	-0.353804911	71.0		
T	2020-09-19 10:32:09	51.301533161	-0.353793176	71.0		
T	2020-09-19 10:32:10	51.301546823	-0.353783537	71.2		
T	2020-09-19 10:32:11	51.301557804	-0.353779262	71.4		
T	2020-09-19 10:32:12	51.301569957	-0.353773059	71.6		
T	2020-09-19 10:32:13	51.301581189	-0.353763755	71.6		
T	2020-09-19 10:32:14	51.301597115	-0.353756631	71.8		
T	2020-09-19 10:32:15	51.301611448	-0.353748584	71.8		
T	2020-09-19 10:32:16	51.301625445	-0.353741711	71.8		
T	2020-09-19 10:32:17	51.301635755	-0.353733916	71.6		
T	2020-09-19 10:32:18	51.301650591	-0.353728971	71.4		
T	2020-09-19 10:32:19	51.301659476	-0.353719667	71.4		
T	2020-09-19 10:32:20	51.301669367	-0.353712458	71.2		
T	2020-09-19 10:32:21	51.301673390	-0.353706172	71.2		
T	2020-09-19 10:32:22	51.301681940	-0.353701897	71.2		
T	2020-09-19 10:32:23	51.301685292	-0.353696952	71.0		
T	2020-09-19 10:32:24	51.301690070	-0.353689576	71.0		
T	2020-09-19 10:32:25	51.301693171	-0.353684714	71.0		
T	2020-09-19 10:32:26	51.301706918	-0.353683708	71.0		
T	2020-09-19 10:32:27	51.301709097	-0.353683289	70.8		
T	2020-09-19 10:32:28	51.301709097	-0.353683876	70.8		
T	2020-09-19 10:32:29	51.301709935	-0.353684714	70.8		
T	2020-09-19 10:32:30	51.301712031	-0.353686726	70.8		
T	2020-09-19 10:32:31	51.301715216	-0.353687732	70.8		
T	2020-09-19 10:32:32	51.301720412	-0.353688905	70.8		
T	2020-09-19 10:32:33	51.301721251	-0.353688905	70.8		
T	2020-09-19 10:32:34	51.301721502	-0.353688905	70.8		
T	2020-09-19 10:32:35	51.301723178	-0.353687396	70.8		
T	2020-09-19 10:32:36	51.301724352	-0.353685552	70.8		
T	2020-09-19 10:32:37	51.301724100	-0.353685301	70.8		
T	2020-09-19 10:32:38	51.301723178	-0.353683960	70.8		
T	2020-09-19 10:32:39	51.301722843	-0.353680607	70.8		
T	2020-09-19 10:32:40	51.301723262	-0.353678595	71.0		
T	2020-09-19 10:32:41	51.301722508	-0.353677254	71.0		
T	2020-09-19 10:32:42	51.301724017	-0.353673734	71.0		
T	2020-09-19 10:32:43	51.301724017	-0.353671135	71.0		
T	2020-09-19 10:32:44	51.301724017	-0.353669543	71.0		
T	2020-09-19 10:32:45	51.301723095	-0.353669208	71.0		
T	2020-09-19 10:32:46	51.301723681	-0.353668788	71.0		
T	2020-09-19 10:32:47	51.301723933	-0.353668537	71.0		
T	2020-09-19 10:32:48	51.301723681	-0.353667531	70.8		
T	2020-09-19 10:32:49	51.301721921	-0.353669962	70.8		
T	2020-09-19 10:32:50	51.301722508	-0.353677170	70.8		
T	2020-09-19 10:32:51	51.301720915	-0.353689240	70.8		
T	2020-09-19 10:32:52	51.301719407	-0.353701478	70.8		
T	2020-09-19 10:32:53	51.301722676	-0.353707848	70.8		
T	2020-09-19 10:32:54	51.301725274	-0.353709022	70.8		
T	2020-09-19 10:32:55	51.301726615	-0.353709105	70.6		
T	2020-09-19 10:32:56	51.301729213	-0.353706842	70.6		
T	2020-09-19 10:32:57	51.301731896	-0.353703909	70.6		
T	2020-09-19 10:32:58	51.301733321	-0.353697790	70.4		
T	2020-09-19 10:32:59	51.301734578	-0.353688318	70.4		
T	2020-09-19 10:33:00	51.301739020	-0.353682702	70.4		
T	2020-09-19 10:33:01	51.301743966	-0.353680188	70.4		
T	2020-09-19 10:33:02	51.301746732	-0.353681110	70.4		
T	2020-09-19 10:33:03	51.301745977	-0.353680272	70.4		
T	2020-09-19 10:33:04	51.301745223	-0.353679853	70.2		
T	2020-09-19 10:33:05	51.301741786	-0.353675829	70.2		
T	2020-09-19 10:33:06	51.301739439	-0.353673650	70.2		
T	2020-09-19 10:33:07	51.301735751	-0.353674404	70.2		
T	2020-09-19 10:33:08	51.301737763	-0.353676751	70.0		
T	2020-09-19 10:33:09	51.301741283	-0.353679014	70.0		
T	2020-09-19 10:33:10	51.301742624	-0.353678931	70.0		
T	2020-09-19 10:33:11	51.301746061	-0.353680439	70.0		
T	2020-09-19 10:33:12	51.301747570	-0.353680858	70.0		
T	2020-09-19 10:33:13	51.301749665	-0.353680942	70.0		
T	2020-09-19 10:33:14	51.301751509	-0.353678176	70.0		
T	2020-09-19 10:33:15	51.301752012	-0.353674237	70.2		
T	2020-09-19 10:33:16	51.301753689	-0.353670046	70.4		
T	2020-09-19 10:33:17	51.301754024	-0.353664681	70.4		
T	2020-09-19 10:33:18	51.301755784	-0.353662334	70.4		
T	2020-09-19 10:33:19	51.301760478	-0.353659065	70.4		
T	2020-09-19 10:33:20	51.301767519	-0.353655629	70.4		
T	2020-09-19 10:33:21	51.301777242	-0.353653030	70.4		
T	2020-09-19 10:33:22	51.301790904	-0.353645068	70.2		
T	2020-09-19 10:33:23	51.301801633	-0.353634255	70.2		
T	2020-09-19 10:33:24	51.301809764	-0.353624113	70.0		
T	2020-09-19 10:33:25	51.301824683	-0.353610953	69.8		
T	2020-09-19 10:33:26	51.301840777	-0.353601230	69.8		
T	2020-09-19 10:33:27	51.301857037	-0.353592178	69.8		
T	2020-09-19 10:33:28	51.301872125	-0.353583293	69.8		
T	2020-09-19 10:33:29	51.301886458	-0.353575414	69.8		
T	2020-09-19 10:33:30	51.301891487	-0.353577677	70.0		
T	2020-09-19 10:33:31	51.301898863	-0.353589077	70.2		
T	2020-09-19 10:33:32	51.301904228	-0.353597039	70.2		
T	2020-09-19 10:33:33	51.301912609	-0.353603410	70.2		
T	2020-09-19 10:33:34	51.301916717	-0.353602907	70.4		
T	2020-09-19 10:33:35	51.301918980	-0.353600057	70.4		
T	2020-09-19 10:33:36	51.301920908	-0.353598213	70.4		
T	2020-09-19 10:33:37	51.301923422	-0.353593351	70.4		
T	2020-09-19 10:33:38	51.301927110	-0.353590585	70.4		
T	2020-09-19 10:33:39	51.301928787	-0.353586981	70.4		
T	2020-09-19 10:33:40	51.301931469	-0.353584969	70.4		
T	2020-09-19 10:33:41	51.301938426	-0.353586813	70.4		
T	2020-09-19 10:33:42	51.301945383	-0.353593938	70.4		
T	2020-09-19 10:33:43	51.301945550	-0.353596956	70.4		
T	2020-09-19 10:33:44	51.301955944	-0.353602991	70.4		
T	2020-09-19 10:33:45	51.301963404	-0.353610534	70.4		
T	2020-09-19 10:33:46	51.301974803	-0.353622939	70.4		
T	2020-09-19 10:33:47	51.301984526	-0.353632076	70.4		
T	2020-09-19 10:33:48	51.301998692	-0.353638027	70.4		
T	2020-09-19 10:33:49	51.302006654	-0.353638530	70.4		
T	2020-09-19 10:33:50	51.302013528	-0.353638697	70.6		
T	2020-09-19 10:33:51	51.302018641	-0.353639284	70.6		
T	2020-09-19 10:33:52	51.302023837	-0.353638027	70.4		
T	2020-09-19 10:33:53	51.302025262	-0.353638446	70.4		
T	2020-09-19 10:33:54	51.302026268	-0.353637021	70.4		
T	2020-09-19 10:33:55	51.302030711	-0.353634674	70.4		
T	2020-09-19 10:33:56	51.302039428	-0.353636937	70.2		
T	2020-09-19 10:33:57	51.302052001	-0.353647498	70.2		
T	2020-09-19 10:33:58	51.302061053	-0.353656635	70.0		
T	2020-09-19 10:33:59	51.302064154	-0.353661412	70.0		
T	2020-09-19 10:34:00	51.302064238	-0.353663508	69.8		
T	2020-09-19 10:34:01	51.302062226	-0.353661412	69.8		
T	2020-09-19 10:34:02	51.302060382	-0.353659820	69.8		
T	2020-09-19 10:34:03	51.302063316	-0.353669040	69.8		
T	2020-09-19 10:34:04	51.302071866	-0.353677589	69.8		
T	2020-09-19 10:34:05	51.302077817	-0.353679350	69.8		
T	2020-09-19 10:34:06	51.302072788	-0.353672225	69.8		
T	2020-09-19 10:34:07	51.302061053	-0.353661245	70.0		
T	2020-09-19 10:34:08	51.302048815	-0.353644313	70.0		
T	2020-09-19 10:34:09	51.302039009	-0.353625538	70.2		
T	2020-09-19 10:34:10	51.302033644	-0.353613803	70.2		
T	2020-09-19 10:34:11	51.302035991	-0.353605924	70.2		
T	2020-09-19 10:34:12	51.302040936	-0.353605086	70.2		
T	2020-09-19 10:34:13	51.302053677	-0.353609528	70.2		
T	2020-09-19 10:34:14	51.302072117	-0.353610534	70.2		
T	2020-09-19 10:34:15	51.302092234	-0.353610450	70.4		
T	2020-09-19 10:34:16	51.302114865	-0.353612211	70.4		
T	2020-09-19 10:34:17	51.302136155	-0.353613971	70.4		
T	2020-09-19 10:34:18	51.302156104	-0.353612965	70.4		
T	2020-09-19 10:34:19	51.302176807	-0.353609528	70.4		
T	2020-09-19 10:34:20	51.302198768	-0.353603661	70.4		
T	2020-09-19 10:34:21	51.302216956	-0.353595112	70.4		
T	2020-09-19 10:34:22	51.302230787	-0.353586981	70.4		
T	2020-09-19 10:34:23	51.302246377	-0.353579102	70.4		
T	2020-09-19 10:34:24	51.302264398	-0.353568457	70.6		
T	2020-09-19 10:34:25	51.302278815	-0.353560243	70.6		
T	2020-09-19 10:34:26	51.302282084	-0.353554711	70.6		
T	2020-09-19 10:34:27	51.302288119	-0.353550771	70.6		
T	2020-09-19 10:34:28	51.302297423	-0.353546077	70.4		
T	2020-09-19 10:34:29	51.302310666	-0.353539875	70.4		
T	2020-09-19 10:34:30	51.302330196	-0.353531493	70.4		
T	2020-09-19 10:34:31	51.302349893	-0.353518333	70.4		
T	2020-09-19 10:34:32	51.302368417	-0.353500983	70.4		
T	2020-09-19 10:34:33	51.302383170	-0.353489248	70.4		
T	2020-09-19 10:34:34	51.302393395	-0.353482794	70.4		
T	2020-09-19 10:34:35	51.302398508	-0.353480531	70.4		
T	2020-09-19 10:34:36	51.302403286	-0.353474077	70.2		
T	2020-09-19 10:34:37	51.302409573	-0.353459911	70.2		
T	2020-09-19 10:34:38	51.302419044	-0.353445662	70.2		
T	2020-09-19 10:34:39	51.302431785	-0.353435604	70.0		
T	2020-09-19 10:34:40	51.302436646	-0.353440382	70.0		
T	2020-09-19 10:34:41	51.302435221	-0.353441639	70.0		
T	2020-09-19 10:34:42	51.302433042	-0.353441220	69.8		
T	2020-09-19 10:34:43	51.302432371	-0.353440465	69.8		
T	2020-09-19 10:34:44	51.302430863	-0.353439208	69.6		
T	2020-09-19 10:34:45	51.302427761	-0.353438202	69.6		
T	2020-09-19 10:34:46	51.302427007	-0.353440633	69.6		
T	2020-09-19 10:34:47	51.302426169	-0.353440717	69.6		
T	2020-09-19 10:34:48	51.302425498	-0.353441723	69.6		
T	2020-09-19 10:34:49	51.302422481	-0.353443399	69.6		
T	2020-09-19 10:34:50	51.302427175	-0.353447506	69.6		
T	2020-09-19 10:34:51	51.302433964	-0.353459157	69.8		
T	2020-09-19 10:34:52	51.302444777	-0.353470305	69.8		
T	2020-09-19 10:34:53	51.302450309	-0.353473909	70.0		
T	2020-09-19 10:34:54	51.302457014	-0.353492266	70.2		
T	2020-09-19 10:34:55	51.302476544	-0.353526045	70.2		
T	2020-09-19 10:34:56	51.302503282	-0.353564434	70.2		
T	2020-09-19 10:34:57	51.302531864	-0.353607433	70.2		
T	2020-09-19 10:34:58	51.302564302	-0.353651186	70.2		
T	2020-09-19 10:34:59	51.302600093	-0.353697035	70.0		
T	2020-09-19 10:35:00	51.302638147	-0.353728971	70.0		
T	2020-09-19 10:35:01	51.302673351	-0.353730144	70.0		
T	2020-09-19 10:35:02	51.302681901	-0.353710027	69.8		
T	2020-09-19 10:35:03	51.302678715	-0.353690833	69.8		
T	2020-09-19 10:35:04	51.302678296	-0.353683708	69.6		
T	2020-09-19 10:35:05	51.302676871	-0.353678344	69.6		
T	2020-09-19 10:35:06	51.302673770	-0.353675745	69.6		
T	2020-09-19 10:35:07	51.302670417	-0.353672728	69.6		
T	2020-09-19 10:35:08	51.302673686	-0.353659149	69.6		
T	2020-09-19 10:35:09	51.302676955	-0.353641296	69.4		
T	2020-09-19 10:35:10	51.302679554	-0.353632411	69.4		
T	2020-09-19 10:35:11	51.302682487	-0.353635848	69.6		
T	2020-09-19 10:35:12	51.302690031	-0.353648756	69.6		
T	2020-09-19 10:35:13	51.302702520	-0.353667699	69.6		
T	2020-09-19 10:35:14	51.302717356	-0.353688234	69.6		
T	2020-09-19 10:35:15	51.302730516	-0.353700388	69.6		
T	2020-09-19 10:35:16	51.302738395	-0.353696197	69.8		
T	2020-09-19 10:35:17	51.302733030	-0.353689073	69.8		
T	2020-09-19 10:35:18	51.302716853	-0.353680691	69.8		
T	2020-09-19 10:35:19	51.302697575	-0.353678679	69.8		
T	2020-09-19 10:35:20	51.302686511	-0.353674907	69.8		
T	2020-09-19 10:35:21	51.302685337	-0.353675997	70.0		
T	2020-09-19 10:35:22	51.302685337	-0.353678511	70.0		
T	2020-09-19 10:35:23	51.302684415	-0.353679098	70.0		
T	2020-09-19 10:35:24	51.302683409	-0.353679517	70.0		
T	2020-09-19 10:35:25	51.302683074	-0.353679266	69.8		
T	2020-09-19 10:35:26	51.302683828	-0.353679266	69.8		
T	2020-09-19 10:35:27	51.302684583	-0.353679266	69.8		
T	2020-09-19 10:35:28	51.302685002	-0.353679433	69.8		
T	2020-09-19 10:35:29	51.302685170	-0.353679769	69.8		
T	2020-09-19 10:35:30	51.302685170	-0.353680188	69.8		
T	2020-09-19 10:35:31	51.302685505	-0.353677254	69.8		
T	2020-09-19 10:35:32	51.302685170	-0.353672309	69.8		
T	2020-09-19 10:35:33	51.302685086	-0.353672476	69.8		
T	2020-09-19 10:35:34	51.302686259	-0.353672560	69.8		
