type	time	latitude	longitude	altitude (m)	name	desc
T	2020-09-21 15:15:40	51.296135215	-0.348309400	54.0		
T	2020-09-21 15:15:41	51.296142759	-0.348286685	54.0		
T	2020-09-21 15:15:42	51.296145441	-0.348275034	53.8		
T	2020-09-21 15:15:43	51.296145022	-0.348270256	53.8		
T	2020-09-21 15:15:44	51.296114428	-0.348220132	53.8		
T	2020-09-21 15:15:45	51.296105124	-0.348198758	53.8		
T	2020-09-21 15:15:46	51.296104118	-0.348201692	53.8		
T	2020-09-21 15:15:47	51.296106381	-0.348195154	53.6		
T	2020-09-21 15:15:48	51.296111075	-0.348184342	53.6		
T	2020-09-21 15:15:49	51.296117697	-0.348180402	53.6		
T	2020-09-21 15:15:50	51.296122391	-0.348177301	53.6		
T	2020-09-21 15:15:51	51.296125995	-0.348174032	53.6		
T	2020-09-21 15:15:52	51.296128929	-0.348171182	53.8		
T	2020-09-21 15:15:53	51.296130437	-0.348171433	53.8		
T	2020-09-21 15:15:54	51.296133623	-0.348172188	53.8		
T	2020-09-21 15:15:55	51.296136221	-0.348172691	53.8		
T	2020-09-21 15:15:56	51.296139238	-0.348173026	53.8		
T	2020-09-21 15:15:57	51.296140915	-0.348173948	53.6		
T	2020-09-21 15:15:58	51.296141585	-0.348175792	53.6		
T	2020-09-21 15:15:59	51.296141669	-0.348175792	53.6		
T	2020-09-21 15:16:00	51.296141921	-0.348176379	53.6		
T	2020-09-21 15:16:01	51.296141921	-0.348176463	53.6		
T	2020-09-21 15:16:02	51.296141669	-0.348176043	53.6		
T	2020-09-21 15:16:03	51.296141418	-0.348176043	53.8		
T	2020-09-21 15:16:04	51.296141418	-0.348176211	53.8		
T	2020-09-21 15:16:05	51.296141502	-0.348177133	53.8		
T	2020-09-21 15:16:06	51.296141585	-0.348177636	53.8		
T	2020-09-21 15:16:07	51.296141921	-0.348177887	53.6		
T	2020-09-21 15:16:08	51.296142172	-0.348178977	53.6		
T	2020-09-21 15:16:09	51.296142675	-0.348179564	53.6		
T	2020-09-21 15:16:10	51.296142926	-0.348179564	53.6		
T	2020-09-21 15:16:11	51.296143094	-0.348179815	53.6		
T	2020-09-21 15:16:12	51.296143010	-0.348181073	53.6		
T	2020-09-21 15:16:13	51.296143178	-0.348181156	53.6		
T	2020-09-21 15:16:14	51.296143597	-0.348181576	53.6		
T	2020-09-21 15:16:15	51.296143848	-0.348181659	53.6		
T	2020-09-21 15:16:16	51.296144016	-0.348181408	53.6		
T	2020-09-21 15:16:17	51.296144184	-0.348180821	53.6		
T	2020-09-21 15:16:18	51.296144351	-0.348180570	53.6		
T	2020-09-21 15:16:19	51.296144519	-0.348181576	53.6		
T	2020-09-21 15:16:20	51.296144770	-0.348183252	53.6		
T	2020-09-21 15:16:21	51.296144687	-0.348184174	53.6		
T	2020-09-21 15:16:22	51.296145357	-0.348185264	53.6		
T	2020-09-21 15:16:23	51.296147620	-0.348184761	53.6		
T	2020-09-21 15:16:27	51.296147285	-0.348182330	53.6		
T	2020-09-21 15:16:28	51.296147285	-0.348182330	53.6		
T	2020-09-21 15:16:29	51.296147872	-0.348179480	53.6		
T	2020-09-21 15:16:30	51.296148710	-0.348173445	53.6		
T	2020-09-21 15:16:31	51.296148207	-0.348165650	53.6		
T	2020-09-21 15:16:32	51.296147201	-0.348156597	53.6		
T	2020-09-21 15:16:33	51.296141166	-0.348147377	53.6		
T	2020-09-21 15:16:34	51.296131024	-0.348141678	53.6		
T	2020-09-21 15:16:35	51.296121217	-0.348135224	53.6		
T	2020-09-21 15:16:36	51.296109566	-0.348119549	53.6		
T	2020-09-21 15:16:37	51.296099843	-0.348104965	53.6		
T	2020-09-21 15:16:38	51.296086852	-0.348085854	53.4		
T	2020-09-21 15:16:39	51.296074111	-0.348066743	53.4		
T	2020-09-21 15:16:40	51.296062293	-0.348050566	53.4		
T	2020-09-21 15:16:41	51.296049720	-0.348038161	53.4		
T	2020-09-21 15:16:42	51.296038991	-0.348024331	53.4		
T	2020-09-21 15:16:43	51.296028933	-0.348008573	53.4		
T	2020-09-21 15:16:44	51.296021976	-0.347992983	53.6		
T	2020-09-21 15:16:45	51.296014097	-0.347979153	53.8		
T	2020-09-21 15:16:46	51.296007307	-0.347970184	54.0		
T	2020-09-21 15:16:47	51.296001608	-0.347959371	54.0		
T	2020-09-21 15:16:48	51.295996914	-0.347952666	54.0		
T	2020-09-21 15:16:49	51.295991046	-0.347944871	54.0		
T	2020-09-21 15:16:50	51.295983922	-0.347936321	54.0		
T	2020-09-21 15:16:51	51.295978306	-0.347928274	53.8		
T	2020-09-21 15:16:52	51.295970175	-0.347920060	53.8		
T	2020-09-21 15:16:53	51.295961626	-0.347908074	53.8		
T	2020-09-21 15:16:54	51.295956764	-0.347896758	53.8		
T	2020-09-21 15:16:55	51.295952909	-0.347890472	53.8		
T	2020-09-21 15:16:56	51.295946790	-0.347883850	53.8		
T	2020-09-21 15:16:57	51.295939162	-0.347871613	53.8		
T	2020-09-21 15:16:58	51.295934636	-0.347863985	53.8		
T	2020-09-21 15:16:59	51.295922734	-0.347856861	53.8		
T	2020-09-21 15:17:00	51.295916531	-0.347847557	53.8		
T	2020-09-21 15:17:01	51.295900354	-0.347835990	53.8		
T	2020-09-21 15:17:02	51.295889122	-0.347823417	53.8		
T	2020-09-21 15:17:03	51.295882333	-0.347807407	53.8		
T	2020-09-21 15:17:04	51.295858528	-0.347776478	53.8		
T	2020-09-21 15:17:05	51.295840256	-0.347759882	54.0		
T	2020-09-21 15:17:06	51.295817625	-0.347743621	54.0		
T	2020-09-21 15:17:07	51.295797676	-0.347732976	54.2		
T	2020-09-21 15:17:08	51.295781499	-0.347721912	54.2		
T	2020-09-21 15:17:09	51.295762723	-0.347704729	54.4		
T	2020-09-21 15:17:10	51.295746127	-0.347690899	54.4		
T	2020-09-21 15:17:11	51.295731124	-0.347684529	54.6		
T	2020-09-21 15:17:12	51.295720227	-0.347684110	54.6		
T	2020-09-21 15:17:13	51.295714611	-0.347684110	54.6		
T	2020-09-21 15:17:14	51.295706229	-0.347688971	54.8		
T	2020-09-21 15:17:15	51.295669181	-0.347729037	54.8		
T	2020-09-21 15:17:16	51.295618135	-0.347792907	54.6		
T	2020-09-21 15:17:17	51.295576142	-0.347845880	54.6		
T	2020-09-21 15:17:18	51.295560384	-0.347864153	54.6		
T	2020-09-21 15:17:19	51.295560217	-0.347862141	54.6		
T	2020-09-21 15:17:20	51.295560803	-0.347861806	54.6		
T	2020-09-21 15:17:21	51.295562563	-0.347861052	54.6		
T	2020-09-21 15:17:22	51.295565497	-0.347857028	54.6		
T	2020-09-21 15:17:23	51.295570359	-0.347851999	54.6		
T	2020-09-21 15:17:24	51.295575639	-0.347847976	54.8		
T	2020-09-21 15:17:25	51.295579663	-0.347846383	54.8		
T	2020-09-21 15:17:26	51.295580165	-0.347839091	54.8		
T	2020-09-21 15:17:27	51.295579746	-0.347832972	54.8		
T	2020-09-21 15:17:28	51.295582764	-0.347827859	54.8		
T	2020-09-21 15:17:29	51.295587625	-0.347809838	54.8		
T	2020-09-21 15:17:30	51.295593241	-0.347785614	54.8		
T	2020-09-21 15:17:31	51.295598019	-0.347762480	54.8		
T	2020-09-21 15:17:32	51.295604557	-0.347744375	54.6		
T	2020-09-21 15:17:33	51.295614364	-0.347724929	54.6		
T	2020-09-21 15:17:34	51.295625595	-0.347709674	54.6		
T	2020-09-21 15:17:35	51.295639928	-0.347693916	54.6		
T	2020-09-21 15:17:36	51.295657530	-0.347668687	54.4		
T	2020-09-21 15:17:37	51.295671947	-0.347641697	54.4		
T	2020-09-21 15:17:38	51.295681670	-0.347612863	54.4		
T	2020-09-21 15:17:39	51.295679659	-0.347581180	54.4		
T	2020-09-21 15:17:40	51.295672702	-0.347561734	54.4		
T	2020-09-21 15:17:41	51.295669852	-0.347551173	54.4		
T	2020-09-21 15:17:42	51.295667086	-0.347546479	54.4		
T	2020-09-21 15:17:43	51.295658872	-0.347540947	54.4		
T	2020-09-21 15:17:44	51.295647724	-0.347511359	54.4		
T	2020-09-21 15:17:45	51.295630960	-0.347470706	54.6		
T	2020-09-21 15:17:46	51.295600617	-0.347433826	54.6		
T	2020-09-21 15:17:47	51.295550326	-0.347443046	54.6		
T	2020-09-21 15:17:48	51.295504142	-0.347516555	54.6		
T	2020-09-21 15:17:49	51.295486037	-0.347633986	54.6		
T	2020-09-21 15:17:50	51.295484696	-0.347743956	54.6		
T	2020-09-21 15:17:51	51.295494419	-0.347815622	54.4		
T	2020-09-21 15:17:52	51.295507997	-0.347841270	54.4		
T	2020-09-21 15:17:53	51.295520654	-0.347842025	54.2		
T	2020-09-21 15:17:54	51.295530377	-0.347833894	54.2		
T	2020-09-21 15:17:55	51.295536747	-0.347828781	54.2		
T	2020-09-21 15:17:56	51.295539262	-0.347829452	54.6		
T	2020-09-21 15:17:57	51.295543872	-0.347828781	54.6		
T	2020-09-21 15:17:58	51.295544961	-0.347827943	54.6		
T	2020-09-21 15:17:59	51.295547727	-0.347827105	54.8		
T	2020-09-21 15:18:00	51.295548398	-0.347825848	54.8		
T	2020-09-21 15:18:01	51.295548482	-0.347825177	54.6		
T	2020-09-21 15:18:02	51.295556528	-0.347825428	54.6		
T	2020-09-21 15:18:03	51.295564072	-0.347823920	54.6		
T	2020-09-21 15:18:04	51.295563905	-0.347820735	54.6		
T	2020-09-21 15:18:05	51.295566838	-0.347812772	54.6		
T	2020-09-21 15:18:06	51.295567341	-0.347808832	54.4		
T	2020-09-21 15:18:07	51.295572370	-0.347808665	54.4		
T	2020-09-21 15:18:08	51.295576645	-0.347804893	54.4		
T	2020-09-21 15:18:09	51.295577567	-0.347803300	54.4		
T	2020-09-21 15:18:10	51.295579160	-0.347801289	54.4		
T	2020-09-21 15:18:11	51.295582009	-0.347800450	54.4		
T	2020-09-21 15:18:12	51.295580165	-0.347797852	54.4		
T	2020-09-21 15:18:13	51.295576729	-0.347791985	54.4		
T	2020-09-21 15:18:14	51.295574801	-0.347790308	54.4		
T	2020-09-21 15:18:15	51.295573292	-0.347786285	54.4		
T	2020-09-21 15:18:16	51.295577735	-0.347787291	54.4		
T	2020-09-21 15:18:17	51.295576645	-0.347783267	54.4		
T	2020-09-21 15:18:18	51.295577148	-0.347782010	54.4		
T	2020-09-21 15:18:19	51.295577902	-0.347779412	54.6		
T	2020-09-21 15:18:20	51.295573795	-0.347755440	54.6		
T	2020-09-21 15:18:21	51.295562396	-0.347673967	54.6		
T	2020-09-21 15:18:22	51.295542112	-0.347556034	54.6		
T	2020-09-21 15:18:23	51.295508835	-0.347420331	54.4		
T	2020-09-21 15:18:24	51.295464998	-0.347276917	54.2		
T	2020-09-21 15:18:25	51.295416132	-0.347135263	54.0		
T	2020-09-21 15:18:26	51.295366595	-0.346994027	54.0		
T	2020-09-21 15:18:27	51.295305910	-0.346862851	54.0		
T	2020-09-21 15:18:28	51.295258133	-0.346765202	54.4		
T	2020-09-21 15:18:29	51.295233406	-0.346725807	54.6		
T	2020-09-21 15:18:30	51.295239609	-0.346737541	54.8		
T	2020-09-21 15:18:31	51.295252601	-0.346753551	54.8		
T	2020-09-21 15:18:32	51.295253104	-0.346783390	54.8		
T	2020-09-21 15:18:33	51.295246985	-0.346839633	54.6		
T	2020-09-21 15:18:34	51.295247152	-0.346908867	54.4		
T	2020-09-21 15:18:35	51.295251008	-0.346987657	54.4		
T	2020-09-21 15:18:36	51.295257378	-0.347067704	54.4		
T	2020-09-21 15:18:37	51.295278249	-0.347143896	54.2		
T	2020-09-21 15:18:38	51.295305826	-0.347201815	54.2		
T	2020-09-21 15:18:39	51.295340359	-0.347221261	54.2		
T	2020-09-21 15:18:40	51.295359135	-0.347194104	54.0		
T	2020-09-21 15:18:41	51.295343712	-0.347153451	54.0		
T	2020-09-21 15:18:42	51.295301383	-0.347128808	53.8		
T	2020-09-21 15:18:43	51.295251176	-0.347123528	53.8		
T	2020-09-21 15:18:44	51.295211194	-0.347138112	53.8		
T	2020-09-21 15:18:45	51.295182947	-0.347165605	54.0		
T	2020-09-21 15:18:46	51.295184540	-0.347197875	54.2		
T	2020-09-21 15:18:47	51.295201387	-0.347224865	54.2		
T	2020-09-21 15:18:48	51.295212284	-0.347236264	54.2		
T	2020-09-21 15:18:49	51.295216475	-0.347235510	54.4		
T	2020-09-21 15:18:50	51.295218905	-0.347232241	54.4		
T	2020-09-21 15:18:51	51.295220917	-0.347231068	54.2		
T	2020-09-21 15:18:52	51.295221504	-0.347231571	54.2		
T	2020-09-21 15:18:53	51.295217061	-0.347224362	54.2		
T	2020-09-21 15:18:54	51.295204069	-0.347215142	54.2		
T	2020-09-21 15:18:55	51.295189317	-0.347210029	54.2		
T	2020-09-21 15:18:56	51.295174733	-0.347213885	54.2		
T	2020-09-21 15:18:57	51.295174230	-0.347221009	54.2		
T	2020-09-21 15:18:58	51.295181103	-0.347221345	54.2		
T	2020-09-21 15:18:59	51.295181019	-0.347222434	54.2		
T	2020-09-21 15:19:00	51.295180935	-0.347225955	54.2		
T	2020-09-21 15:19:01	51.295182360	-0.347228469	54.2		
T	2020-09-21 15:19:02	51.295185629	-0.347228972	54.2		
T	2020-09-21 15:19:03	51.295187809	-0.347232912	54.2		
T	2020-09-21 15:19:04	51.295190910	-0.347235678	54.2		
T	2020-09-21 15:19:05	51.295189904	-0.347241126	54.2		
T	2020-09-21 15:19:06	51.295192083	-0.347246742	54.2		
T	2020-09-21 15:19:07	51.295194933	-0.347248502	54.2		
T	2020-09-21 15:19:08	51.295213792	-0.347240288	54.4		
T	2020-09-21 15:19:09	51.295242291	-0.347192679	54.4		
T	2020-09-21 15:19:10	51.295243213	-0.347088324	54.4		
T	2020-09-21 15:19:11	51.295224354	-0.346960919	54.4		
T	2020-09-21 15:19:12	51.295205075	-0.346864695	54.2		
T	2020-09-21 15:19:13	51.295189569	-0.346809709	54.2		
T	2020-09-21 15:19:14	51.295180684	-0.346801328	54.2		
T	2020-09-21 15:19:15	51.295182612	-0.346815158	54.0		
T	2020-09-21 15:19:16	51.295186300	-0.346848266	54.0		
T	2020-09-21 15:19:17	51.295188479	-0.346882632	54.2		
T	2020-09-21 15:19:18	51.295194514	-0.346937198	54.2		
T	2020-09-21 15:19:19	51.295199879	-0.346997045	54.4		
T	2020-09-21 15:19:20	51.295212032	-0.347048007	54.6		
T	2020-09-21 15:19:21	51.295233238	-0.347059490	54.8		
T	2020-09-21 15:19:22	51.295249667	-0.346994111	55.0		
T	2020-09-21 15:19:23	51.295244303	-0.346867964	55.0		
T	2020-09-21 15:19:24	51.295228042	-0.346708456	54.8		
T	2020-09-21 15:19:25	51.295217229	-0.346540818	54.8		
T	2020-09-21 15:19:26	51.295218319	-0.346388351	54.6		
T	2020-09-21 15:19:27	51.295231646	-0.346288355	54.4		
T	2020-09-21 15:19:28	51.295240866	-0.346254325	54.2		
T	2020-09-21 15:19:29	51.295241704	-0.346256755	54.0		
T	2020-09-21 15:19:30	51.295233071	-0.346281398	53.8		
T	2020-09-21 15:19:31	51.295208847	-0.346326157	53.8		
T	2020-09-21 15:19:32	51.295177750	-0.346386256	54.0		
T	2020-09-21 15:19:33	51.295148330	-0.346452557	54.0		
T	2020-09-21 15:19:34	51.295127040	-0.346531263	54.0		
T	2020-09-21 15:19:35	51.295112958	-0.346602006	54.0		
T	2020-09-21 15:19:36	51.295106672	-0.346646933	54.0		
T	2020-09-21 15:19:37	51.295103654	-0.346655315	54.0		
T	2020-09-21 15:19:38	51.295099799	-0.346658751	54.0		
T	2020-09-21 15:19:39	51.295088315	-0.346657159	54.0		
T	2020-09-21 15:19:40	51.295076162	-0.346647520	54.0		
T	2020-09-21 15:19:41	51.295070546	-0.346621368	54.0		
T	2020-09-21 15:19:42	51.295065014	-0.346579710	53.8		
T	2020-09-21 15:19:43	51.295057135	-0.346543835	53.8		
T	2020-09-21 15:19:44	51.295051938	-0.346531346	53.8		
T	2020-09-21 15:19:45	51.295054704	-0.346530424	53.8		
T	2020-09-21 15:19:46	51.295060655	-0.346529670	53.8		
T	2020-09-21 15:19:47	51.295065936	-0.346528748	53.8		
T	2020-09-21 15:19:48	51.295070043	-0.346541908	53.8		
T	2020-09-21 15:19:49	51.295075072	-0.346566467	53.8		
T	2020-09-21 15:19:50	51.295081610	-0.346578956	53.8		
T	2020-09-21 15:19:51	51.295086136	-0.346575435	54.0		
T	2020-09-21 15:19:52	51.295085382	-0.346571077	54.0		
T	2020-09-21 15:19:53	51.295085801	-0.346565628	54.0		
T	2020-09-21 15:19:54	51.295085382	-0.346566718	54.2		
T	2020-09-21 15:19:55	51.295086471	-0.346567556	54.2		
T	2020-09-21 15:19:56	51.295083873	-0.346568227	54.2		
T	2020-09-21 15:19:57	51.295081275	-0.346563281	54.2		
T	2020-09-21 15:19:58	51.295080855	-0.346557749	54.0		
T	2020-09-21 15:19:59	51.295079347	-0.346554983	54.0		
T	2020-09-21 15:20:00	51.295078760	-0.346552888	54.0		
T	2020-09-21 15:20:01	51.295075491	-0.346550792	54.0		
T	2020-09-21 15:20:02	51.295070378	-0.346551128	54.0		
T	2020-09-21 15:20:03	51.295067612	-0.346559677	54.0		
T	2020-09-21 15:20:04	51.295065349	-0.346568730	54.0		
T	2020-09-21 15:20:05	51.295061158	-0.346572166	54.0		
T	2020-09-21 15:20:06	51.295073815	-0.346592283	54.2		
T	2020-09-21 15:20:07	51.295095524	-0.346646514	54.2		
T	2020-09-21 15:20:08	51.295139780	-0.346759502	54.2		
T	2020-09-21 15:20:09	51.295194430	-0.346911633	54.2		
T	2020-09-21 15:20:10	51.295238687	-0.347067034	54.4		
T	2020-09-21 15:20:11	51.295267940	-0.347214472	55.0		
T	2020-09-21 15:20:12	51.295282105	-0.347341122	55.6		
T	2020-09-21 15:20:13	51.295279842	-0.347408596	55.8		
T	2020-09-21 15:20:14	51.295277998	-0.347411111	56.0		
T	2020-09-21 15:20:15	51.295268275	-0.347378589	55.8		
T	2020-09-21 15:20:16	51.295255534	-0.347330058	55.6		
T	2020-09-21 15:20:17	51.295259893	-0.347289238	55.2		
T	2020-09-21 15:20:18	51.295301467	-0.347291753	55.0		
T	2020-09-21 15:20:19	51.295354860	-0.347359227	54.6		
T	2020-09-21 15:20:20	51.295410935	-0.347453775	54.4		
T	2020-09-21 15:20:21	51.295468519	-0.347541785	54.2		
T	2020-09-21 15:20:22	51.295508584	-0.347603476	54.2		
T	2020-09-21 15:20:23	51.295531634	-0.347638009	54.2		
T	2020-09-21 15:20:24	51.295545632	-0.347658796	54.2		
T	2020-09-21 15:20:25	51.295539178	-0.347666005	54.2		
T	2020-09-21 15:20:26	51.295528114	-0.347663658	54.2		
T	2020-09-21 15:20:27	51.295509255	-0.347665083	54.0		
T	2020-09-21 15:20:28	51.295494586	-0.347670279	54.2		
T	2020-09-21 15:20:29	51.295506321	-0.347667681	54.2		
T	2020-09-21 15:20:30	51.295526270	-0.347664077	54.2		
T	2020-09-21 15:20:31	51.295540351	-0.347660221	54.2		
T	2020-09-21 15:20:32	51.295547392	-0.347664999	54.4		
T	2020-09-21 15:20:33	51.295548063	-0.347666256	54.4		
T	2020-09-21 15:20:34	51.295549069	-0.347663742	54.4		
T	2020-09-21 15:20:35	51.295549488	-0.347660221	54.4		
T	2020-09-21 15:20:36	51.295549991	-0.347658880	54.4		
T	2020-09-21 15:20:37	51.295550242	-0.347657790	54.2		
T	2020-09-21 15:20:38	51.295550661	-0.347657036	54.2		
T	2020-09-21 15:20:39	51.295553260	-0.347656198	54.2		
T	2020-09-21 15:20:40	51.295554349	-0.347657539	54.2		
T	2020-09-21 15:20:41	51.295549236	-0.347656198	54.2		
T	2020-09-21 15:20:42	51.295541693	-0.347653851	54.2		
T	2020-09-21 15:20:43	51.295531550	-0.347644212	54.2		
T	2020-09-21 15:20:44	51.295508416	-0.347622335	54.4		
T	2020-09-21 15:20:45	51.295475224	-0.347599201	54.4		
T	2020-09-21 15:20:46	51.295434069	-0.347574810	54.4		
T	2020-09-21 15:20:47	51.295392998	-0.347541533	54.4		
T	2020-09-21 15:20:48	51.295358716	-0.347508341	54.2		
T	2020-09-21 15:20:49	51.295341952	-0.347489733	54.4		
T	2020-09-21 15:20:50	51.295337174	-0.347482357	54.4		
T	2020-09-21 15:20:51	51.295329463	-0.347451260	54.4		
T	2020-09-21 15:20:52	51.295319153	-0.347370962	54.2		
T	2020-09-21 15:20:53	51.295305742	-0.347236348	54.0		
T	2020-09-21 15:20:54	51.295280093	-0.347064687	53.8		
T	2020-09-21 15:20:55	51.295250254	-0.346860420	53.6		
T	2020-09-21 15:20:56	51.295228796	-0.346662775	53.4		
T	2020-09-21 15:20:57	51.295211278	-0.346494885	53.4		
T	2020-09-21 15:20:58	51.295190239	-0.346391955	53.4		
T	2020-09-21 15:20:59	51.295186635	-0.346382651	53.2		
T	2020-09-21 15:21:00	51.295192000	-0.346434200	53.4		
T	2020-09-21 15:21:01	51.295194514	-0.346508967	53.6		
T	2020-09-21 15:21:02	51.295193257	-0.346590942	53.8		
T	2020-09-21 15:21:03	51.295193844	-0.346680041	53.8		
T	2020-09-21 15:21:04	51.295204656	-0.346767381	53.8		
T	2020-09-21 15:21:05	51.295219157	-0.346845835	53.6		
T	2020-09-21 15:21:06	51.295236675	-0.346907694	53.8		
T	2020-09-21 15:21:07	51.295256205	-0.346950525	53.8		
T	2020-09-21 15:21:08	51.295278752	-0.346983047	53.6		
T	2020-09-21 15:21:09	51.295302641	-0.347007858	53.6		
T	2020-09-21 15:21:10	51.295319321	-0.347031746	53.6		
T	2020-09-21 15:21:11	51.295329463	-0.347053204	53.6		
T	2020-09-21 15:21:12	51.295333402	-0.347074158	53.8		
T	2020-09-21 15:21:13	51.295337174	-0.347081115	54.0		
T	2020-09-21 15:21:14	51.295340192	-0.347085642	54.0		
T	2020-09-21 15:21:15	51.295341533	-0.347092263	54.2		
T	2020-09-21 15:21:16	51.295343461	-0.347098047	54.2		
T	2020-09-21 15:21:17	51.295345640	-0.347103328	54.2		
T	2020-09-21 15:21:18	51.295345305	-0.347109111	54.2		
T	2020-09-21 15:21:19	51.295344885	-0.347112967	54.2		
T	2020-09-21 15:21:20	51.295345137	-0.347115062	54.2		
T	2020-09-21 15:21:21	51.295345137	-0.347116990	54.2		
T	2020-09-21 15:21:22	51.295345221	-0.347118331	54.2		
T	2020-09-21 15:21:23	51.295345388	-0.347119421	54.2		
T	2020-09-21 15:21:24	51.295345640	-0.347120427	54.0		
T	2020-09-21 15:21:25	51.295348573	-0.347121935	54.0		
T	2020-09-21 15:21:26	51.295368103	-0.347115062	54.2		
T	2020-09-21 15:21:27	51.295403140	-0.347075667	54.2		
T	2020-09-21 15:21:28	51.295435997	-0.347015569	54.2		
T	2020-09-21 15:21:29	51.295463825	-0.346975336	54.2		
T	2020-09-21 15:21:30	51.295471620	-0.346970642	54.2		
T	2020-09-21 15:21:31	51.295453850	-0.346972318	54.2		
T	2020-09-21 15:21:32	51.295420071	-0.346965864	54.2		
T	2020-09-21 15:21:33	51.295381011	-0.346955219	54.0		
T	2020-09-21 15:21:34	51.295342119	-0.346940886	53.8		
T	2020-09-21 15:21:35	51.295307167	-0.346934851	53.6		
T	2020-09-21 15:21:36	51.295283781	-0.346945832	53.6		
T	2020-09-21 15:21:37	51.295279255	-0.346967457	53.6		
T	2020-09-21 15:21:38	51.295286547	-0.346987573	53.6		
T	2020-09-21 15:21:39	51.295295181	-0.347004170	53.6		
T	2020-09-21 15:21:40	51.295303311	-0.347018000	53.6		
T	2020-09-21 15:21:41	51.295310184	-0.347033003	53.8		
T	2020-09-21 15:21:42	51.295311609	-0.347039457	53.8		
T	2020-09-21 15:21:43	51.295311442	-0.347046498	53.8		
T	2020-09-21 15:21:44	51.295310268	-0.347050270	54.0		
T	2020-09-21 15:21:45	51.295309514	-0.347053790	54.2		
T	2020-09-21 15:21:46	51.295309095	-0.347055467	54.2		
T	2020-09-21 15:21:47	51.295309179	-0.347056221	54.4		
T	2020-09-21 15:21:48	51.295310101	-0.347057646	54.4		
T	2020-09-21 15:21:49	51.295310687	-0.347057814	54.4		
T	2020-09-21 15:21:50	51.295311023	-0.347057898	54.4		
T	2020-09-21 15:21:51	51.295311274	-0.347057898	54.4		
T	2020-09-21 15:21:52	51.295311609	-0.347057814	54.4		
T	2020-09-21 15:21:53	51.295312196	-0.347057059	54.2		
T	2020-09-21 15:21:54	51.295312615	-0.347056389	54.2		
T	2020-09-21 15:21:55	51.295312783	-0.347055886	54.2		
T	2020-09-21 15:21:56	51.295311442	-0.347054293	54.2		
T	2020-09-21 15:21:57	51.295307670	-0.347042894	54.2		
T	2020-09-21 15:21:58	51.295301048	-0.347022610	54.2		
T	2020-09-21 15:21:59	51.295290906	-0.347009450	54.2		
T	2020-09-21 15:22:00	51.295291325	-0.347018670	54.2		
T	2020-09-21 15:22:01	51.295300797	-0.347026549	54.2		
T	2020-09-21 15:22:02	51.295310939	-0.347042894	54.2		
T	2020-09-21 15:22:03	51.295335498	-0.347114475	54.2		
T	2020-09-21 15:22:04	51.295363158	-0.347238528	54.4		
T	2020-09-21 15:22:05	51.295392662	-0.347381774	54.4		
T	2020-09-21 15:22:06	51.295421496	-0.347510856	54.6		
T	2020-09-21 15:22:07	51.295452844	-0.347618228	54.6		
T	2020-09-21 15:22:08	51.295492072	-0.347709004	54.8		
T	2020-09-21 15:22:09	51.295524091	-0.347766755	54.8		
T	2020-09-21 15:22:10	51.295540603	-0.347773964	54.6		
T	2020-09-21 15:22:11	51.295536412	-0.347721074	54.6		
T	2020-09-21 15:22:12	51.295511601	-0.347607164	54.4		
