type	time	latitude	longitude	altitude (m)	name	desc
T	2020-09-25 13:07:45	51.301410282	-0.354094924	-6.0		
T	2020-09-25 13:07:46	51.301408019	-0.354077239	-6.0		
T	2020-09-25 13:07:47	51.301401313	-0.354048908	-6.0		
T	2020-09-25 13:07:48	51.301394189	-0.354023175	-6.2		
T	2020-09-25 13:07:49	51.301383292	-0.353996856	-6.2		
T	2020-09-25 13:07:50	51.301381029	-0.353975482	-6.2		
T	2020-09-25 13:07:51	51.301378515	-0.353957042	-6.2		
T	2020-09-25 13:07:52	51.301379353	-0.353949415	-6.2		
T	2020-09-25 13:07:53	51.301378347	-0.353953438	-6.4		
T	2020-09-25 13:07:54	51.301377928	-0.353959892	-6.2		
T	2020-09-25 13:07:55	51.301377760	-0.353972549	-6.4		
T	2020-09-25 13:07:56	51.301382203	-0.353988810	-6.4		
T	2020-09-25 13:07:57	51.301376335	-0.353995850	-6.2		
T	2020-09-25 13:07:58	51.301376084	-0.353997694	-6.2		
T	2020-09-25 13:07:59	51.301380107	-0.354000377	-6.2		
T	2020-09-25 13:08:00	51.301382789	-0.354001382	-6.2		
T	2020-09-25 13:08:01	51.301386226	-0.354003562	-6.2		
T	2020-09-25 13:08:02	51.301389076	-0.354003813	-6.2		
T	2020-09-25 13:08:03	51.301392009	-0.354001466	-6.0		
T	2020-09-25 13:08:04	51.301400643	-0.353996856	-6.0		
T	2020-09-25 13:08:05	51.301408522	-0.353986714	-5.8		
T	2020-09-25 13:08:06	51.301411372	-0.353973135	-5.8		
T	2020-09-25 13:08:07	51.301412042	-0.353967268	-5.8		
T	2020-09-25 13:08:08	51.301417993	-0.353968525	-5.6		
T	2020-09-25 13:08:09	51.301428135	-0.353974979	-5.6		
T	2020-09-25 13:08:10	51.301433835	-0.353978667	-5.6		
T	2020-09-25 13:08:11	51.301434841	-0.353983613	-5.6		
T	2020-09-25 13:08:12	51.301436517	-0.353991156	-5.6		
T	2020-09-25 13:08:13	51.301438278	-0.353998700	-5.8		
T	2020-09-25 13:08:14	51.301439954	-0.354007669	-5.8		
T	2020-09-25 13:08:15	51.301444313	-0.354011273	-5.8		
T	2020-09-25 13:08:16	51.301445402	-0.354008926	-5.8		
T	2020-09-25 13:08:17	51.301447665	-0.354007585	-5.8		
T	2020-09-25 13:08:18	51.301447917	-0.354006328	-6.0		
T	2020-09-25 13:08:19	51.301447917	-0.354013536	-6.0		
T	2020-09-25 13:08:20	51.301453533	-0.354019403	-6.0		
T	2020-09-25 13:08:21	51.301459903	-0.354024516	-6.0		
T	2020-09-25 13:08:22	51.301463926	-0.354027199	-5.8		
T	2020-09-25 13:08:23	51.301465435	-0.354027366	-5.8		
T	2020-09-25 13:08:24	51.301464681	-0.354020661	-5.8		
T	2020-09-25 13:08:25	51.301463759	-0.354015632	-5.8		
T	2020-09-25 13:08:26	51.301463256	-0.354016721	-5.6		
T	2020-09-25 13:08:27	51.301466608	-0.354022589	-5.6		
T	2020-09-25 13:08:28	51.301473062	-0.354032144	-5.6		
T	2020-09-25 13:08:29	51.301474571	-0.354034994	-5.8		
T	2020-09-25 13:08:30	51.301472476	-0.354033066	-5.8		
T	2020-09-25 13:08:31	51.301468033	-0.354030300	-6.0		
T	2020-09-25 13:08:32	51.301465183	-0.354026528	-6.2		
T	2020-09-25 13:08:33	51.301460490	-0.354032312	-6.2		
T	2020-09-25 13:08:34	51.301457640	-0.354039939	-6.2		
T	2020-09-25 13:08:35	51.301455963	-0.354045639	-6.2		
T	2020-09-25 13:08:36	51.301455377	-0.354042454	-6.2		
T	2020-09-25 13:08:37	51.301455293	-0.354037760	-6.2		
T	2020-09-25 13:08:38	51.301451353	-0.354033737	-6.4		
T	2020-09-25 13:08:39	51.301449090	-0.354033401	-6.4		
T	2020-09-25 13:08:40	51.301453700	-0.354037173	-6.4		
T	2020-09-25 13:08:41	51.301454706	-0.354044298	-6.4		
T	2020-09-25 13:08:42	51.301455293	-0.354047902	-6.4		
T	2020-09-25 13:08:43	51.301455460	-0.354048656	-6.2		
T	2020-09-25 13:08:44	51.301455544	-0.354048489	-6.2		
T	2020-09-25 13:08:45	51.301456047	-0.354049159	-6.2		
T	2020-09-25 13:08:46	51.301456550	-0.354050249	-6.2		
T	2020-09-25 13:08:47	51.301456299	-0.354052596	-6.0		
T	2020-09-25 13:08:48	51.301456885	-0.354057038	-6.0		
T	2020-09-25 13:08:49	51.301455293	-0.354061481	-6.2		
T	2020-09-25 13:08:50	51.301449761	-0.354065169	-6.4		
T	2020-09-25 13:08:51	51.301442049	-0.354067851	-6.6		
T	2020-09-25 13:08:52	51.301432662	-0.354069695	-6.6		
T	2020-09-25 13:08:53	51.301427465	-0.354073718	-6.6		
T	2020-09-25 13:08:54	51.301427884	-0.354081346	-6.6		
T	2020-09-25 13:08:55	51.301428638	-0.354078747	-6.6		
T	2020-09-25 13:08:56	51.301428722	-0.354073467	-6.6		
T	2020-09-25 13:08:57	51.301428303	-0.354070533	-6.6		
T	2020-09-25 13:08:58	51.301425872	-0.354069695	-6.4		
T	2020-09-25 13:08:59	51.301421430	-0.354064833	-6.4		
T	2020-09-25 13:09:00	51.301418915	-0.354061732	-6.4		
T	2020-09-25 13:09:01	51.301418329	-0.354058882	-6.4		
T	2020-09-25 13:09:02	51.301418412	-0.354055529	-6.4		
T	2020-09-25 13:09:03	51.301421346	-0.354056451	-6.2		
T	2020-09-25 13:09:04	51.301431740	-0.354058463	-6.4		
T	2020-09-25 13:09:05	51.301438948	-0.354051590	-6.4		
T	2020-09-25 13:09:06	51.301444480	-0.354038011	-6.2		
T	2020-09-25 13:09:07	51.301444899	-0.354024768	-6.2		
T	2020-09-25 13:09:08	51.301442804	-0.354020242	-6.2		
T	2020-09-25 13:09:09	51.301440122	-0.354023846	-6.6		
T	2020-09-25 13:09:10	51.301435260	-0.354028875	-6.8		
T	2020-09-25 13:09:11	51.301430482	-0.354041867	-7.0		
T	2020-09-25 13:09:12	51.301424867	-0.354065839	-7.2		
T	2020-09-25 13:09:13	51.301422603	-0.354091823	-7.2		
T	2020-09-25 13:09:14	51.301421681	-0.354116214	-7.4		
T	2020-09-25 13:09:15	51.301415563	-0.354144378	-7.4		
T	2020-09-25 13:09:16	51.301408187	-0.354173714	-7.2		
T	2020-09-25 13:09:17	51.301406678	-0.354203805	-7.0		
T	2020-09-25 13:09:18	51.301405923	-0.354219228	-6.8		
T	2020-09-25 13:09:19	51.301398464	-0.354233226	-6.4		
T	2020-09-25 13:09:20	51.301389579	-0.354261473	-6.4		
T	2020-09-25 13:09:21	51.301375078	-0.354300281	-6.2		
T	2020-09-25 13:09:22	51.301354459	-0.354333892	-6.0		
T	2020-09-25 13:09:23	51.301326714	-0.354359793	-6.0		
T	2020-09-25 13:09:24	51.301289583	-0.354384184	-5.8		
T	2020-09-25 13:09:25	51.301247003	-0.354413940	-5.8		
T	2020-09-25 13:09:26	51.301196711	-0.354458112	-5.6		
T	2020-09-25 13:09:27	51.301145833	-0.354502453	-5.6		
T	2020-09-25 13:09:28	51.301097553	-0.354542853	-5.8		
T	2020-09-25 13:09:29	51.301057488	-0.354568418	-5.8		
T	2020-09-25 13:09:30	51.301029576	-0.354589373	-6.0		
T	2020-09-25 13:09:31	51.301020440	-0.354609657	-6.0		
T	2020-09-25 13:09:32	51.301018847	-0.354619296	-6.2		
T	2020-09-25 13:09:33	51.301015411	-0.354624828	-6.2		
T	2020-09-25 13:09:34	51.301016249	-0.354629690	-6.2		
T	2020-09-25 13:09:35	51.301014656	-0.354628935	-6.2		
T	2020-09-25 13:09:36	51.301010298	-0.354626589	-6.2		
T	2020-09-25 13:09:37	51.301008705	-0.354627008	-6.2		
T	2020-09-25 13:09:38	51.301001580	-0.354627343	-6.2		
T	2020-09-25 13:09:39	51.301001161	-0.354630277	-6.2		
T	2020-09-25 13:09:40	51.301006777	-0.354621811	-6.2		
T	2020-09-25 13:09:41	51.301024379	-0.354608065	-6.2		
T	2020-09-25 13:09:42	51.301047932	-0.354593229	-6.2		
T	2020-09-25 13:09:43	51.301076515	-0.354569927	-6.0		
T	2020-09-25 13:09:44	51.301107947	-0.354543356	-5.8		
T	2020-09-25 13:09:45	51.301138876	-0.354516283	-5.8		
T	2020-09-25 13:09:46	51.301174834	-0.354492730	-5.6		
T	2020-09-25 13:09:47	51.301217163	-0.354467919	-5.2		
T	2020-09-25 13:09:48	51.301257312	-0.354443779	-5.0		
T	2020-09-25 13:09:49	51.301297294	-0.354409833	-5.2		
T	2020-09-25 13:09:50	51.301336354	-0.354382172	-5.4		
T	2020-09-25 13:09:51	51.301368121	-0.354365241	-5.4		
T	2020-09-25 13:09:52	51.301380945	-0.354340766	-5.4		
T	2020-09-25 13:09:53	51.301387232	-0.354313273	-5.4		
T	2020-09-25 13:09:54	51.301384466	-0.354285110	-5.4		
T	2020-09-25 13:09:55	51.301385304	-0.354265999	-5.6		
T	2020-09-25 13:09:56	51.301386645	-0.354245212	-5.6		
T	2020-09-25 13:09:57	51.301396955	-0.354223000	-5.8		
T	2020-09-25 13:09:58	51.301397625	-0.354198106	-6.0		
T	2020-09-25 13:09:59	51.301399637	-0.354159549	-6.2		
T	2020-09-25 13:10:00	51.301402487	-0.354100792	-6.4		
T	2020-09-25 13:10:01	51.301408438	-0.354039017	-6.4		
T	2020-09-25 13:10:02	51.301412964	-0.353988642	-6.4		
T	2020-09-25 13:10:03	51.301420508	-0.353954611	-6.6		
T	2020-09-25 13:10:04	51.301424783	-0.353943380	-6.6		
T	2020-09-25 13:10:05	51.301426208	-0.353957210	-6.6		
T	2020-09-25 13:10:06	51.301425369	-0.353973135	-7.0		
T	2020-09-25 13:10:07	51.301423190	-0.353987385	-7.0		
T	2020-09-25 13:10:08	51.301426962	-0.353985289	-7.2		
T	2020-09-25 13:10:09	51.301431907	-0.353974057	-7.2		
T	2020-09-25 13:10:10	51.301440373	-0.353971962	-7.2		
T	2020-09-25 13:10:11	51.301454036	-0.353980092	-7.2		
T	2020-09-25 13:10:12	51.301463675	-0.353981685	-7.2		
T	2020-09-25 13:10:13	51.301460071	-0.353974057	-7.4		
T	2020-09-25 13:10:14	51.301453700	-0.353957629	-7.4		
T	2020-09-25 13:10:15	51.301452778	-0.353922928	-7.4		
T	2020-09-25 13:10:16	51.301455377	-0.353870960	-7.4		
T	2020-09-25 13:10:17	51.301459651	-0.353819244	-7.2		
T	2020-09-25 13:10:18	51.301467698	-0.353785716	-7.0		
T	2020-09-25 13:10:19	51.301482450	-0.353771299	-6.8		
T	2020-09-25 13:10:20	51.301493431	-0.353764929	-6.6		
T	2020-09-25 13:10:21	51.301502483	-0.353761408	-6.4		
T	2020-09-25 13:10:22	51.301504243	-0.353756379	-6.0		
T	2020-09-25 13:10:23	51.301507847	-0.353753027	-5.8		
T	2020-09-25 13:10:24	51.301510110	-0.353753110	-5.8		
T	2020-09-25 13:10:25	51.301513044	-0.353746153	-5.6		
T	2020-09-25 13:10:26	51.301522432	-0.353734754	-5.6		
T	2020-09-25 13:10:27	51.301534502	-0.353720756	-5.6		
T	2020-09-25 13:10:28	51.301545398	-0.353705669	-5.6		
T	2020-09-25 13:10:29	51.301556798	-0.353691252	-5.4		
T	2020-09-25 13:10:30	51.301568700	-0.353685888	-5.4		
T	2020-09-25 13:10:31	51.301576747	-0.353690078	-5.4		
T	2020-09-25 13:10:32	51.301580854	-0.353692761	-5.6		
T	2020-09-25 13:10:33	51.301588565	-0.353689743	-5.8		
T	2020-09-25 13:10:34	51.301594349	-0.353685720	-6.0		
T	2020-09-25 13:10:35	51.301598959	-0.353680858	-6.2		
T	2020-09-25 13:10:36	51.301599629	-0.353679769	-6.4		
T	2020-09-25 13:10:37	51.301603401	-0.353674907	-6.4		
T	2020-09-25 13:10:38	51.301609352	-0.353662502	-6.4		
T	2020-09-25 13:10:39	51.301616477	-0.353647079	-6.4		
T	2020-09-25 13:10:40	51.301623853	-0.353631070	-6.4		
T	2020-09-25 13:10:41	51.301632570	-0.353619838	-6.2		
T	2020-09-25 13:10:42	51.301647825	-0.353611540	-6.2		
T	2020-09-25 13:10:43	51.301664840	-0.353591675	-6.2		
T	2020-09-25 13:10:44	51.301683113	-0.353575330	-6.0		
T	2020-09-25 13:10:45	51.301713372	-0.353557058	-6.0		
T	2020-09-25 13:10:46	51.301735919	-0.353534007	-6.0		
T	2020-09-25 13:10:47	51.301752264	-0.353522189	-6.0		
T	2020-09-25 13:10:48	51.301764585	-0.353508275	-6.2		
T	2020-09-25 13:10:49	51.301776571	-0.353505090	-6.4		
T	2020-09-25 13:10:50	51.301796939	-0.353504336	-6.4		
T	2020-09-25 13:10:51	51.301820744	-0.353504419	-6.6		
T	2020-09-25 13:10:52	51.301831473	-0.353513053	-6.8		
T	2020-09-25 13:10:53	51.301849410	-0.353524117	-7.2		
T	2020-09-25 13:10:54	51.301854691	-0.353524871	-7.2		
T	2020-09-25 13:10:55	51.301865168	-0.353523027	-7.4		
T	2020-09-25 13:10:56	51.301873466	-0.353533085	-7.4		
T	2020-09-25 13:10:57	51.301895175	-0.353555968	-7.6		
T	2020-09-25 13:10:58	51.301918058	-0.353568373	-7.6		
T	2020-09-25 13:10:59	51.301932978	-0.353576085	-8.2		
T	2020-09-25 13:11:00	51.301943036	-0.353579856	-9.0		
T	2020-09-25 13:11:01	51.301963571	-0.353590585	-9.4		
T	2020-09-25 13:11:02	51.301988214	-0.353590585	-9.6		
T	2020-09-25 13:11:03	51.302016461	-0.353582706	-9.4		
T	2020-09-25 13:11:04	51.302048396	-0.353578348	-9.2		
T	2020-09-25 13:11:05	51.302086534	-0.353575833	-9.0		
T	2020-09-25 13:11:06	51.302116625	-0.353577007	-8.8		
T	2020-09-25 13:11:07	51.302131712	-0.353577007	-8.6		
T	2020-09-25 13:11:08	51.302142441	-0.353576085	-8.4		
T	2020-09-25 13:11:09	51.302158954	-0.353576336	-8.2		
T	2020-09-25 13:11:10	51.302178567	-0.353579773	-8.0		
T	2020-09-25 13:11:11	51.302199690	-0.353589831	-8.0		
T	2020-09-25 13:11:12	51.302215783	-0.353602907	-7.8		
T	2020-09-25 13:11:13	51.302227098	-0.353615060	-8.0		
T	2020-09-25 13:11:14	51.302232044	-0.353624783	-8.0		
T	2020-09-25 13:11:15	51.302238163	-0.353623861	-8.2		
T	2020-09-25 13:11:16	51.302249227	-0.353611708	-8.2		
T	2020-09-25 13:11:17	51.302272780	-0.353575582	-8.4		
T	2020-09-25 13:11:18	51.302312678	-0.353524033	-8.4		
T	2020-09-25 13:11:19	51.302357940	-0.353476088	-8.4		
T	2020-09-25 13:11:20	51.302391300	-0.353443651	-8.4		
T	2020-09-25 13:11:21	51.302406890	-0.353420349	-8.2		
T	2020-09-25 13:11:22	51.302405884	-0.353405094	-8.2		
T	2020-09-25 13:11:23	51.302405801	-0.353399226	-8.0		
T	2020-09-25 13:11:24	51.302404124	-0.353390593	-8.0		
T	2020-09-25 13:11:25	51.302405717	-0.353393108	-8.0		
T	2020-09-25 13:11:26	51.302410746	-0.353404172	-8.0		
T	2020-09-25 13:11:27	51.302416781	-0.353411883	-8.0		
T	2020-09-25 13:11:28	51.302423067	-0.353411632	-8.2		
T	2020-09-25 13:11:29	51.302431282	-0.353403082	-8.4		
T	2020-09-25 13:11:30	51.302433964	-0.353397550	-8.6		
T	2020-09-25 13:11:31	51.302426504	-0.353391096	-8.6		
T	2020-09-25 13:11:32	51.302418541	-0.353389755	-8.8		
T	2020-09-25 13:11:33	51.302413763	-0.353390593	-9.0		
T	2020-09-25 13:11:34	51.302412590	-0.353389503	-9.0		
T	2020-09-25 13:11:35	51.302424408	-0.353396963	-9.0		
T	2020-09-25 13:11:36	51.302445363	-0.353406854	-8.8		
T	2020-09-25 13:11:37	51.302471682	-0.353404088	-8.8		
T	2020-09-25 13:11:38	51.302496074	-0.353383636	-8.8		
T	2020-09-25 13:11:39	51.302513089	-0.353343654	-8.8		
T	2020-09-25 13:11:40	51.302520465	-0.353293447	-9.0		
T	2020-09-25 13:11:41	51.302514346	-0.353246341	-9.2		
T	2020-09-25 13:11:42	51.302496158	-0.353209293	-9.2		
T	2020-09-25 13:11:43	51.302483585	-0.353199821	-9.4		
T	2020-09-25 13:11:44	51.302468916	-0.353209125	-9.4		
T	2020-09-25 13:11:45	51.302468246	-0.353229828	-9.6		
T	2020-09-25 13:11:46	51.302466653	-0.353254136	-9.6		
T	2020-09-25 13:11:47	51.302469335	-0.353281125	-9.6		
T	2020-09-25 13:11:48	51.302475706	-0.353308115	-9.6		
T	2020-09-25 13:11:49	51.302499594	-0.353342984	-9.8		
T	2020-09-25 13:11:50	51.302543348	-0.353389336	-10.2		
T	2020-09-25 13:11:51	51.302601267	-0.353437867	-10.8		
T	2020-09-25 13:11:52	51.302664299	-0.353461588	-11.2		
T	2020-09-25 13:11:53	51.302721044	-0.353457062	-11.4		
T	2020-09-25 13:11:54	51.302759349	-0.353433089	-11.4		
T	2020-09-25 13:11:55	51.302769659	-0.353413224	-11.2		
T	2020-09-25 13:11:56	51.302767396	-0.353415068	-10.4		
T	2020-09-25 13:11:57	51.302754739	-0.353424288	-9.8		
T	2020-09-25 13:11:58	51.302729426	-0.353441974	-9.4		
T	2020-09-25 13:11:59	51.302705789	-0.353479693	-9.2		
T	2020-09-25 13:12:00	51.302672597	-0.353532583	-9.0		
T	2020-09-25 13:12:01	51.302632447	-0.353569631	-9.0		
T	2020-09-25 13:12:02	51.302592382	-0.353591256	-9.0		
T	2020-09-25 13:12:03	51.302570840	-0.353603913	-9.0		
T	2020-09-25 13:12:04	51.302568913	-0.353600811	-9.0		
T	2020-09-25 13:12:05	51.302579558	-0.353590921	-8.8		
T	2020-09-25 13:12:06	51.302585928	-0.353588071	-8.8		
T	2020-09-25 13:12:07	51.302583916	-0.353588071	-8.6		
T	2020-09-25 13:12:08	51.302579055	-0.353586897	-8.4		
T	2020-09-25 13:12:09	51.302573774	-0.353584215	-8.4		
T	2020-09-25 13:12:10	51.302569499	-0.353583293	-8.2		
T	2020-09-25 13:12:11	51.302567488	-0.353580946	-8.0		
T	2020-09-25 13:12:12	51.302566063	-0.353580611	-7.6		
T	2020-09-25 13:12:13	51.302564219	-0.353582203	-7.6		
T	2020-09-25 13:12:14	51.302564554	-0.353582790	-7.4		
T	2020-09-25 13:12:15	51.302567907	-0.353577677	-7.2		
T	2020-09-25 13:12:16	51.302572433	-0.353575917	-7.2		
T	2020-09-25 13:12:17	51.302573355	-0.353571391	-7.2		
T	2020-09-25 13:12:18	51.302573439	-0.353570804	-7.2		
T	2020-09-25 13:12:19	51.302572936	-0.353570469	-7.4		
T	2020-09-25 13:12:20	51.302572684	-0.353570133	-7.4		
T	2020-09-25 13:12:21	51.302572517	-0.353570385	-7.4		
T	2020-09-25 13:12:22	51.302572601	-0.353570301	-7.4		
T	2020-09-25 13:12:23	51.302573103	-0.353571055	-7.4		
T	2020-09-25 13:12:24	51.302576540	-0.353574743	-7.4		
T	2020-09-25 13:12:25	51.302579977	-0.353573905	-7.6		
T	2020-09-25 13:12:26	51.302580647	-0.353569463	-7.6		
T	2020-09-25 13:12:27	51.302581737	-0.353567535	-7.6		
T	2020-09-25 13:12:28	51.302582407	-0.353566948	-7.6		
T	2020-09-25 13:12:29	51.302582575	-0.353567116	-7.6		
T	2020-09-25 13:12:30	51.302582826	-0.353567032	-7.6		
T	2020-09-25 13:12:31	51.302592633	-0.353564098	-7.6		
T	2020-09-25 13:12:32	51.302594310	-0.353564015	-7.6		
T	2020-09-25 13:12:33	51.302593807	-0.353557980	-7.6		
T	2020-09-25 13:12:34	51.302590454	-0.353552029	-7.6		
T	2020-09-25 13:12:35	51.302585592	-0.353559656	-7.8		
T	2020-09-25 13:12:36	51.302590622	-0.353566110	-7.8		
T	2020-09-25 13:12:37	51.302596908	-0.353564518	-7.8		
T	2020-09-25 13:12:38	51.302599758	-0.353561332	-7.6		
T	2020-09-25 13:12:39	51.302600680	-0.353559321	-7.6		
T	2020-09-25 13:12:40	51.302600428	-0.353558147	-7.6		
T	2020-09-25 13:12:41	51.302598920	-0.353558064	-7.6		
T	2020-09-25 13:12:42	51.302596908	-0.353557644	-7.6		
T	2020-09-25 13:12:43	51.302597243	-0.353557644	-7.4		
T	2020-09-25 13:12:44	51.302597327	-0.353557980	-7.6		
T	2020-09-25 13:12:45	51.302596992	-0.353558147	-7.6		
T	2020-09-25 13:12:46	51.302596740	-0.353557561	-7.8		
T	2020-09-25 13:12:47	51.302596321	-0.353557477	-7.8		
T	2020-09-25 13:12:48	51.302596405	-0.353557980	-7.8		
T	2020-09-25 13:12:49	51.302596405	-0.353559572	-7.8		
T	2020-09-25 13:12:50	51.302596154	-0.353560913	-7.6		
T	2020-09-25 13:12:51	51.302596489	-0.353561500	-7.6		
T	2020-09-25 13:12:52	51.302596908	-0.353562422	-7.6		
T	2020-09-25 13:12:53	51.302597243	-0.353563176	-7.4		
T	2020-09-25 13:12:54	51.302597914	-0.353564098	-7.4		
