type	time	latitude	longitude	altitude (m)	name	desc
T	2020-10-01 13:13:04	51.301496197	-0.353922676	47.6		
T	2020-10-01 13:13:05	51.301505081	-0.353928711	47.6		
T	2020-10-01 13:13:06	51.301508350	-0.353952264	47.6		
T	2020-10-01 13:13:07	51.301510446	-0.353967855	47.6		
T	2020-10-01 13:13:08	51.301505752	-0.353971208	47.6		
T	2020-10-01 13:13:09	51.301512960	-0.353973722	47.6		
T	2020-10-01 13:13:10	51.301519917	-0.353985205	47.6		
T	2020-10-01 13:13:11	51.301523270	-0.353995347	47.6		
T	2020-10-01 13:13:12	51.301523857	-0.354002975	47.6		
T	2020-10-01 13:13:13	51.301531484	-0.354009848	47.6		
T	2020-10-01 13:13:14	51.301531820	-0.354019739	47.4		
T	2020-10-01 13:13:15	51.301528215	-0.354027618	47.4		
T	2020-10-01 13:13:16	51.301519834	-0.354031892	47.4		
T	2020-10-01 13:13:17	51.301513463	-0.354038095	47.4		
T	2020-10-01 13:13:18	51.301513966	-0.354041280	47.4		
T	2020-10-01 13:13:19	51.301511452	-0.354041196	47.4		
T	2020-10-01 13:13:20	51.301516984	-0.354035748	47.6		
T	2020-10-01 13:13:21	51.301524863	-0.354035748	47.6		
T	2020-10-01 13:13:22	51.301528802	-0.354034575	47.6		
T	2020-10-01 13:13:23	51.301533077	-0.354009513	47.6		
T	2020-10-01 13:13:24	51.301533580	-0.353969112	47.6		
T	2020-10-01 13:13:25	51.301533328	-0.353933908	47.6		
T	2020-10-01 13:13:26	51.301532742	-0.353912869	47.6		
T	2020-10-01 13:13:27	51.301539950	-0.353889652	47.6		
T	2020-10-01 13:13:28	51.301553110	-0.353872469	47.6		
T	2020-10-01 13:13:29	51.301564425	-0.353861824	47.8		
T	2020-10-01 13:13:30	51.301567275	-0.353851598	48.2		
T	2020-10-01 13:13:31	51.301576411	-0.353844222	48.2		
T	2020-10-01 13:13:32	51.301571466	-0.353831397	48.4		
T	2020-10-01 13:13:33	51.301561911	-0.353808347	48.4		
T	2020-10-01 13:13:34	51.301567107	-0.353797954	48.6		
T	2020-10-01 13:13:35	51.301567024	-0.353799965	48.6		
T	2020-10-01 13:13:36	51.301568365	-0.353786219	48.6		
T	2020-10-01 13:13:37	51.301570879	-0.353754703	48.6		
T	2020-10-01 13:13:38	51.301575908	-0.353723019	48.6		
T	2020-10-01 13:13:39	51.301579596	-0.353698879	48.6		
T	2020-10-01 13:13:40	51.301584709	-0.353685552	48.6		
T	2020-10-01 13:13:41	51.301576830	-0.353655964	48.6		
T	2020-10-01 13:13:42	51.301577836	-0.353630567	48.4		
T	2020-10-01 13:13:43	51.301589822	-0.353614641	48.4		
T	2020-10-01 13:13:44	51.301594432	-0.353592513	48.4		
T	2020-10-01 13:13:45	51.301594432	-0.353588909	48.2		
T	2020-10-01 13:13:46	51.301582865	-0.353596034	48.2		
T	2020-10-01 13:13:47	51.301572891	-0.353604918	48.4		
T	2020-10-01 13:13:48	51.301565766	-0.353611792	48.2		
T	2020-10-01 13:13:49	51.301560570	-0.353624616	48.2		
T	2020-10-01 13:13:50	51.301560318	-0.353635931	48.2		
T	2020-10-01 13:13:51	51.301565515	-0.353634926	48.4		
T	2020-10-01 13:13:52	51.301571801	-0.353634171	48.4		
T	2020-10-01 13:13:53	51.301567527	-0.353631740	48.4		
T	2020-10-01 13:13:54	51.301567024	-0.353631657	48.4		
T	2020-10-01 13:13:55	51.301565515	-0.353627549	48.4		
T	2020-10-01 13:13:56	51.301564593	-0.353622772	48.2		
T	2020-10-01 13:13:57	51.301566688	-0.353614893	48.2		
T	2020-10-01 13:13:58	51.301567527	-0.353606511	48.2		
T	2020-10-01 13:13:59	51.301570209	-0.353610031	48.0		
T	2020-10-01 13:14:00	51.301567610	-0.353627885	48.0		
T	2020-10-01 13:14:01	51.301572639	-0.353633417	47.8		
T	2020-10-01 13:14:02	51.301577417	-0.353631238	47.8		
T	2020-10-01 13:14:03	51.301577166	-0.353630316	47.8		
T	2020-10-01 13:14:04	51.301578423	-0.353631573	47.6		
T	2020-10-01 13:14:05	51.301579010	-0.353624783	47.6		
T	2020-10-01 13:14:06	51.301578842	-0.353616402	47.6		
T	2020-10-01 13:14:07	51.301581189	-0.353598380	47.8		
T	2020-10-01 13:14:08	51.301586637	-0.353594106	48.0		
T	2020-10-01 13:14:09	51.301600048	-0.353583125	48.0		
T	2020-10-01 13:14:10	51.301614800	-0.353579521	48.0		
T	2020-10-01 13:14:11	51.301631732	-0.353582622	48.2		
T	2020-10-01 13:14:12	51.301646400	-0.353592094	48.2		
T	2020-10-01 13:14:13	51.301666014	-0.353592513	48.4		
T	2020-10-01 13:14:14	51.301680934	-0.353592429	48.6		
T	2020-10-01 13:14:15	51.301699877	-0.353593351	48.6		
T	2020-10-01 13:14:16	51.301716305	-0.353593435	48.6		
T	2020-10-01 13:14:17	51.301720580	-0.353595614	48.6		
T	2020-10-01 13:14:18	51.301723598	-0.353598967	48.6		
T	2020-10-01 13:14:19	51.301724771	-0.353607098	48.4		
T	2020-10-01 13:14:20	51.301719910	-0.353614390	48.2		
T	2020-10-01 13:14:21	51.301722340	-0.353616569	48.2		
T	2020-10-01 13:14:22	51.301731812	-0.353598716	48.0		
T	2020-10-01 13:14:23	51.301742457	-0.353576671	48.0		
T	2020-10-01 13:14:24	51.301758466	-0.353557812	47.8		
T	2020-10-01 13:14:25	51.301770620	-0.353540294	47.8		
T	2020-10-01 13:14:26	51.301790904	-0.353514142	47.8		
T	2020-10-01 13:14:27	51.301814038	-0.353487823	47.6		
T	2020-10-01 13:14:28	51.301834155	-0.353465946	47.4		
T	2020-10-01 13:14:29	51.301840525	-0.353447087	47.4		
T	2020-10-01 13:14:30	51.301855780	-0.353436777	47.4		
T	2020-10-01 13:14:31	51.301877489	-0.353444070	47.4		
T	2020-10-01 13:14:32	51.301882435	-0.353450440	47.4		
T	2020-10-01 13:14:33	51.301889056	-0.353459911	47.4		
T	2020-10-01 13:14:34	51.301894421	-0.353470808	47.6		
T	2020-10-01 13:14:35	51.301902551	-0.353476759	47.6		
T	2020-10-01 13:14:36	51.301915208	-0.353483632	47.6		
T	2020-10-01 13:14:37	51.301922919	-0.353482207	47.6		
T	2020-10-01 13:14:38	51.301935492	-0.353485812	47.4		
T	2020-10-01 13:14:39	51.301940605	-0.353473071	47.4		
T	2020-10-01 13:14:40	51.301944712	-0.353465527	47.2		
T	2020-10-01 13:14:41	51.301949574	-0.353455804	47.2		
T	2020-10-01 13:14:42	51.301953597	-0.353453206	47.2		
T	2020-10-01 13:14:43	51.301960135	-0.353452200	47.2		
T	2020-10-01 13:14:44	51.301965332	-0.353458486	47.2		
T	2020-10-01 13:14:45	51.301974216	-0.353477597	47.2		
T	2020-10-01 13:14:46	51.302000536	-0.353489919	47.2		
T	2020-10-01 13:14:47	51.302025011	-0.353508191	47.2		
T	2020-10-01 13:14:48	51.302035991	-0.353505593	47.2		
T	2020-10-01 13:14:49	51.302037751	-0.353502156	47.4		
T	2020-10-01 13:14:50	51.302036829	-0.353509784	47.4		
T	2020-10-01 13:14:51	51.302044708	-0.353519004	47.4		
T	2020-10-01 13:14:52	51.302064741	-0.353518249	47.4		
T	2020-10-01 13:14:53	51.302095754	-0.353517160	47.4		
T	2020-10-01 13:14:54	51.302141938	-0.353515567	47.2		
T	2020-10-01 13:14:55	51.302212430	-0.353500396	47.2		
T	2020-10-01 13:14:56	51.302285353	-0.353459073	46.8		
T	2020-10-01 13:14:57	51.302349558	-0.353419427	46.4		
T	2020-10-01 13:14:58	51.302391300	-0.353383552	46.2		
T	2020-10-01 13:14:59	51.302405465	-0.353357233	46.0		
T	2020-10-01 13:15:00	51.302409237	-0.353343654	46.0		
T	2020-10-01 13:15:01	51.302408902	-0.353333596	46.0		
T	2020-10-01 13:15:02	51.302413428	-0.353335692	46.2		
T	2020-10-01 13:15:03	51.302414015	-0.353343068	46.4		
T	2020-10-01 13:15:04	51.302411752	-0.353351282	46.6		
T	2020-10-01 13:15:05	51.302408902	-0.353369387	46.8		
T	2020-10-01 13:15:06	51.302407226	-0.353377853	46.8		
T	2020-10-01 13:15:07	51.302408064	-0.353382211	46.8		
T	2020-10-01 13:15:08	51.302410411	-0.353386402	46.8		
T	2020-10-01 13:15:09	51.302410662	-0.353387324	46.8		
T	2020-10-01 13:15:10	51.302410578	-0.353386821	46.8		
T	2020-10-01 13:15:11	51.302410997	-0.353387324	46.8		
T	2020-10-01 13:15:12	51.302412841	-0.353390761	46.8		
T	2020-10-01 13:15:13	51.302416027	-0.353392605	46.8		
T	2020-10-01 13:15:14	51.302421391	-0.353388414	46.8		
T	2020-10-01 13:15:15	51.302436814	-0.353386318	46.6		
T	2020-10-01 13:15:16	51.302446453	-0.353386067	46.6		
T	2020-10-01 13:15:17	51.302448548	-0.353382714	46.6		
T	2020-10-01 13:15:18	51.302448129	-0.353383049	46.8		
T	2020-10-01 13:15:19	51.302447626	-0.353385061	46.6		
T	2020-10-01 13:15:20	51.302447040	-0.353386570	46.6		
T	2020-10-01 13:15:21	51.302448045	-0.353389923	46.6		
T	2020-10-01 13:15:22	51.302450811	-0.353396041	46.8		
T	2020-10-01 13:15:23	51.302451231	-0.353401154	46.8		
T	2020-10-01 13:15:24	51.302447710	-0.353411380	46.8		
T	2020-10-01 13:15:25	51.302444441	-0.353414733	46.8		
T	2020-10-01 13:15:26	51.302443268	-0.353414398	46.8		
T	2020-10-01 13:15:27	51.302444609	-0.353417415	46.8		
T	2020-10-01 13:15:28	51.302445112	-0.353418924	47.0		
T	2020-10-01 13:15:29	51.302445028	-0.353418756	47.0		
T	2020-10-01 13:15:30	51.302445950	-0.353414062	47.0		
T	2020-10-01 13:15:31	51.302448297	-0.353411213	47.0		
T	2020-10-01 13:15:32	51.302449135	-0.353406351	47.0		
T	2020-10-01 13:15:33	51.302449470	-0.353405345	47.0		
T	2020-10-01 13:15:34	51.302447710	-0.353402998	47.0		
T	2020-10-01 13:15:35	51.302445866	-0.353403585	47.0		
T	2020-10-01 13:15:36	51.302443687	-0.353403585	47.0		
T	2020-10-01 13:15:37	51.302445447	-0.353403753	47.0		
T	2020-10-01 13:15:38	51.302448716	-0.353398137	47.0		
T	2020-10-01 13:15:39	51.302456427	-0.353378942	46.8		
T	2020-10-01 13:15:40	51.302462630	-0.353359412	46.8		
T	2020-10-01 13:15:41	51.302458104	-0.353364609	46.8		
T	2020-10-01 13:15:42	51.302446956	-0.353382044	46.8		
T	2020-10-01 13:15:43	51.302436311	-0.353401154	46.8		
T	2020-10-01 13:15:44	51.302434802	-0.353406183	46.8		
T	2020-10-01 13:15:45	51.302445866	-0.353406100	46.8		
T	2020-10-01 13:15:46	51.302458942	-0.353399897	47.0		
T	2020-10-01 13:15:47	51.302468330	-0.353388246	47.0		
T	2020-10-01 13:15:48	51.302473526	-0.353376847	47.0		
T	2020-10-01 13:15:49	51.302474868	-0.353373997	47.0		
T	2020-10-01 13:15:50	51.302473191	-0.353375338	47.0		
T	2020-10-01 13:15:51	51.302474448	-0.353376260	47.0		
T	2020-10-01 13:15:52	51.302475370	-0.353377098	47.0		
T	2020-10-01 13:15:53	51.302472856	-0.353379278	47.0		
T	2020-10-01 13:15:54	51.302467911	-0.353385564	47.0		
T	2020-10-01 13:15:55	51.302456176	-0.353390006	47.0		
T	2020-10-01 13:15:56	51.302447794	-0.353395957	47.0		
T	2020-10-01 13:15:57	51.302445028	-0.353397215	47.0		
T	2020-10-01 13:15:58	51.302443938	-0.353395287	47.0		
T	2020-10-01 13:16:03	51.302449387	-0.353368800	47.0		
T	2020-10-01 13:16:04	51.302449387	-0.353368800	47.0		
T	2020-10-01 13:16:05	51.302461708	-0.353357820	47.0		
T	2020-10-01 13:16:06	51.302475035	-0.353349522	46.8		
T	2020-10-01 13:16:07	51.302483333	-0.353349019	46.8		
T	2020-10-01 13:16:08	51.302492972	-0.353340385	46.8		
T	2020-10-01 13:16:09	51.302487105	-0.353342146	46.8		
T	2020-10-01 13:16:10	51.302475119	-0.353344828	46.8		
T	2020-10-01 13:16:11	51.302467240	-0.353349186	46.8		
T	2020-10-01 13:16:12	51.302470174	-0.353358323	46.8		
T	2020-10-01 13:16:13	51.302469084	-0.353363603	46.8		
T	2020-10-01 13:16:14	51.302466150	-0.353363939	46.8		
T	2020-10-01 13:16:15	51.302461624	-0.353366034	47.0		
T	2020-10-01 13:16:16	51.302458020	-0.353367208	47.0		
T	2020-10-01 13:16:17	51.302453242	-0.353370393	47.0		
T	2020-10-01 13:16:18	51.302450225	-0.353378272	47.0		
T	2020-10-01 13:16:19	51.302445196	-0.353383049	47.0		
T	2020-10-01 13:16:20	51.302441675	-0.353386821	47.0		
T	2020-10-01 13:16:21	51.302436562	-0.353385648	47.0		
T	2020-10-01 13:16:22	51.302434215	-0.353384055	47.0		
T	2020-10-01 13:16:23	51.302435724	-0.353385229	47.0		
T	2020-10-01 13:16:24	51.302439831	-0.353387911	47.0		
T	2020-10-01 13:16:25	51.302440418	-0.353394449	47.0		
T	2020-10-01 13:16:26	51.302439412	-0.353395622	47.0		
T	2020-10-01 13:16:27	51.302430192	-0.353377936	47.0		
T	2020-10-01 13:16:28	51.302421726	-0.353344074	47.0		
T	2020-10-01 13:16:29	51.302417954	-0.353305601	47.0		
T	2020-10-01 13:16:30	51.302412590	-0.353288082	47.0		
T	2020-10-01 13:16:31	51.302412506	-0.353282634	46.8		
T	2020-10-01 13:16:32	51.302413177	-0.353287747	47.0		
T	2020-10-01 13:16:33	51.302410830	-0.353302164	47.0		
T	2020-10-01 13:16:34	51.302408399	-0.353324208	47.0		
T	2020-10-01 13:16:35	51.302407812	-0.353351450	47.0		
T	2020-10-01 13:16:36	51.302407980	-0.353377266	47.0		
T	2020-10-01 13:16:37	51.302407645	-0.353397802	47.2		
T	2020-10-01 13:16:38	51.302407477	-0.353410542	47.0		
T	2020-10-01 13:16:39	51.302412255	-0.353416158	47.0		
T	2020-10-01 13:16:40	51.302417200	-0.353416409	46.8		
T	2020-10-01 13:16:41	51.302424157	-0.353405261	46.8		
T	2020-10-01 13:16:42	51.302430527	-0.353398975	47.0		
T	2020-10-01 13:16:43	51.302436143	-0.353394784	47.0		
T	2020-10-01 13:16:44	51.302438071	-0.353395622	47.0		
T	2020-10-01 13:16:45	51.302432790	-0.353396041	47.0		
T	2020-10-01 13:16:46	51.302429521	-0.353395706	47.0		
T	2020-10-01 13:16:47	51.302425750	-0.353394616	47.0		
T	2020-10-01 13:16:48	51.302432790	-0.353399813	47.0		
T	2020-10-01 13:16:49	51.302442262	-0.353394113	47.0		
T	2020-10-01 13:16:50	51.302449051	-0.353386570	47.0		
T	2020-10-01 13:16:51	51.302459864	-0.353383217	47.0		
T	2020-10-01 13:16:52	51.302472772	-0.353383971	47.0		
T	2020-10-01 13:16:53	51.302486937	-0.353389168	47.0		
T	2020-10-01 13:16:54	51.302503534	-0.353392856	47.0		
T	2020-10-01 13:16:55	51.302514179	-0.353393443	47.0		
T	2020-10-01 13:16:56	51.302518453	-0.353389336	47.2		
T	2020-10-01 13:16:57	51.302525410	-0.353383804	47.2		
T	2020-10-01 13:16:58	51.302539827	-0.353379194	47.0		
T	2020-10-01 13:16:59	51.302562123	-0.353350528	47.0		
T	2020-10-01 13:17:00	51.302598584	-0.353299398	47.0		
T	2020-10-01 13:17:01	51.302652312	-0.353287747	47.0		
T	2020-10-01 13:17:02	51.302698581	-0.353316832	46.8		
T	2020-10-01 13:17:03	51.302710734	-0.353375506	47.0		
T	2020-10-01 13:17:04	51.302688941	-0.353391515	47.2		
T	2020-10-01 13:17:05	51.302676452	-0.353374667	47.4		
T	2020-10-01 13:17:06	51.302675866	-0.353363520	47.4		
T	2020-10-01 13:17:07	51.302686762	-0.353367710	47.8		
T	2020-10-01 13:17:08	51.302701179	-0.353374919	48.2		
T	2020-10-01 13:17:09	51.302711405	-0.353375506	48.2		
T	2020-10-01 13:17:10	51.302717021	-0.353378858	48.0		
T	2020-10-01 13:17:11	51.302723894	-0.353370141	47.6		
T	2020-10-01 13:17:12	51.302736886	-0.353323873	47.4		
T	2020-10-01 13:17:13	51.302775526	-0.353262685	47.4		
T	2020-10-01 13:17:14	51.302826237	-0.353180962	47.2		
T	2020-10-01 13:17:15	51.302879881	-0.353096556	47.2		
T	2020-10-01 13:17:16	51.302909637	-0.353039140	47.0		
T	2020-10-01 13:17:17	51.302919611	-0.353016676	46.8		
T	2020-10-01 13:17:18	51.302920617	-0.353031931	46.8		
T	2020-10-01 13:17:19	51.302916761	-0.353057329	47.2		
T	2020-10-01 13:17:20	51.302910056	-0.353081804	47.4		
T	2020-10-01 13:17:21	51.302902596	-0.353110135	47.4		
T	2020-10-01 13:17:22	51.302908966	-0.353144417	47.4		
T	2020-10-01 13:17:23	51.302937800	-0.353202084	47.6		
T	2020-10-01 13:17:24	51.302967137	-0.353275929	47.6		
T	2020-10-01 13:17:25	51.302976273	-0.353366453	47.4		
T	2020-10-01 13:17:26	51.302980045	-0.353430826	47.4		
T	2020-10-01 13:17:27	51.302979626	-0.353457648	47.4		
T	2020-10-01 13:17:28	51.302981470	-0.353452703	47.2		
T	2020-10-01 13:17:29	51.302986750	-0.353434179	47.2		
T	2020-10-01 13:17:30	51.303004771	-0.353402747	47.0		
T	2020-10-01 13:17:31	51.303020697	-0.353376511	46.8		
T	2020-10-01 13:17:32	51.303037712	-0.353348600	46.8		
T	2020-10-01 13:17:33	51.303048190	-0.353319682	46.8		
T	2020-10-01 13:17:34	51.303057829	-0.353293279	46.8		
T	2020-10-01 13:17:35	51.303063193	-0.353278862	46.8		
T	2020-10-01 13:17:36	51.303064367	-0.353275929	46.8		
T	2020-10-01 13:17:37	51.303073252	-0.353261847	46.8		
T	2020-10-01 13:17:38	51.303093620	-0.353249190	46.8		
T	2020-10-01 13:17:39	51.303119771	-0.353230918	46.8		
T	2020-10-01 13:17:40	51.303149359	-0.353208622	46.8		
T	2020-10-01 13:17:41	51.303188670	-0.353199067	46.8		
T	2020-10-01 13:17:42	51.303239297	-0.353223626	46.8		
T	2020-10-01 13:17:43	51.303278608	-0.353263188	46.6		
T	2020-10-01 13:17:44	51.303310879	-0.353314904	46.4		
T	2020-10-01 13:17:45	51.303345915	-0.353377685	46.4		
T	2020-10-01 13:17:46	51.303364439	-0.353417499	46.4		
T	2020-10-01 13:17:47	51.303362176	-0.353436274	46.4		
T	2020-10-01 13:17:48	51.303359410	-0.353436107	46.8		
T	2020-10-01 13:17:49	51.303340551	-0.353395957	47.0		
T	2020-10-01 13:17:50	51.303310962	-0.353352623	47.0		
T	2020-10-01 13:17:51	51.303284308	-0.353294117	47.0		
T	2020-10-01 13:17:52	51.303252708	-0.353212226	47.2		
T	2020-10-01 13:17:53	51.303234100	-0.353103681	47.2		
T	2020-10-01 13:17:54	51.303211553	-0.352994213	47.2		
T	2020-10-01 13:17:55	51.303156987	-0.352898072	47.0		
T	2020-10-01 13:17:56	51.303083058	-0.352871669	47.0		
T	2020-10-01 13:17:57	51.303037545	-0.352937970	47.2		
T	2020-10-01 13:17:58	51.303053973	-0.353048444	47.0		
T	2020-10-01 13:17:59	51.303109964	-0.353133269	46.6		
T	2020-10-01 13:18:00	51.303195292	-0.353175430	46.6		
T	2020-10-01 13:18:01	51.303290343	-0.353171406	46.2		
T	2020-10-01 13:18:02	51.303393440	-0.353131006	45.6		
T	2020-10-01 13:18:03	51.303479942	-0.353057245	45.0		
T	2020-10-01 13:18:04	51.303527299	-0.352963954	44.6		
T	2020-10-01 13:18:05	51.303533250	-0.352881644	44.6		
T	2020-10-01 13:18:06	51.303495029	-0.352873430	44.8		
T	2020-10-01 13:18:07	51.303449934	-0.352940736	45.0		
T	2020-10-01 13:18:08	51.303403080	-0.353059089	45.4		
T	2020-10-01 13:18:09	51.303399559	-0.353179453	46.0		
T	2020-10-01 13:18:10	51.303435685	-0.353307696	46.4		
T	2020-10-01 13:18:11	51.303496789	-0.353414398	46.8		
T	2020-10-01 13:18:12	51.303573400	-0.353493020	46.8		
T	2020-10-01 13:18:13	51.303653866	-0.353507521	47.2		
T	2020-10-01 13:18:14	51.303728716	-0.353481872	47.0		
T	2020-10-01 13:18:15	51.303772051	-0.353416828	46.8		
T	2020-10-01 13:18:16	51.303775571	-0.353360754	46.6		
T	2020-10-01 13:18:17	51.303752437	-0.353348935	46.6		
T	2020-10-01 13:18:18	51.303722262	-0.353400065	46.4		
T	2020-10-01 13:18:19	51.303692255	-0.353517663	46.4		
T	2020-10-01 13:18:20	51.303646574	-0.353655042	46.4		
T	2020-10-01 13:18:21	51.303590415	-0.353748417	46.4		
T	2020-10-01 13:18:22	51.303488072	-0.353763336	46.4		
T	2020-10-01 13:18:23	51.303411294	-0.353701646	46.6		
T	2020-10-01 13:18:24	51.303372653	-0.353605002	47.0		
T	2020-10-01 13:18:25	51.303396877	-0.353490338	47.4		
T	2020-10-01 13:18:26	51.303448845	-0.353400819	47.6		
T	2020-10-01 13:18:27	51.303517073	-0.353338793	47.8		
T	2020-10-01 13:18:28	51.303600892	-0.353298560	47.8		
T	2020-10-01 13:18:29	51.303690746	-0.353292944	47.6		
T	2020-10-01 13:18:30	51.303765010	-0.353315575	47.6		
T	2020-10-01 13:18:31	51.303788060	-0.353392940	47.6		
T	2020-10-01 13:18:32	51.303780349	-0.353455050	47.6		
T	2020-10-01 13:18:33	51.303738859	-0.353451697	47.8		
T	2020-10-01 13:18:34	51.303701894	-0.353411883	47.8		
T	2020-10-01 13:18:35	51.303707762	-0.353365028	48.0		
T	2020-10-01 13:18:36	51.303742798	-0.353331333	48.0		
T	2020-10-01 13:18:37	51.303783869	-0.353304092	47.8		
T	2020-10-01 13:18:38	51.303828545	-0.353279198	47.6		
T	2020-10-01 13:18:39	51.303874310	-0.353252543	47.2		
T	2020-10-01 13:18:40	51.303921416	-0.353226895	46.6		
T	2020-10-01 13:18:41	51.303956956	-0.353221782	46.4		
T	2020-10-01 13:18:42	51.303954525	-0.353199570	46.2		
T	2020-10-01 13:18:43	51.303919069	-0.353195295	46.0		
T	2020-10-01 13:18:44	51.303885123	-0.353225721	46.2		
T	2020-10-01 13:18:45	51.303870538	-0.353283137	46.2		
T	2020-10-01 13:18:46	51.303869532	-0.353334434	46.4		
T	2020-10-01 13:18:47	51.303875064	-0.353333931	46.6		
T	2020-10-01 13:18:48	51.303871041	-0.353305433	46.8		
T	2020-10-01 13:18:49	51.303865844	-0.353255812	46.8		
T	2020-10-01 13:18:50	51.303867437	-0.353234103	46.8		
T	2020-10-01 13:18:51	51.303865509	-0.353240054	46.8		
T	2020-10-01 13:18:52	51.303859306	-0.353249358	46.8		
T	2020-10-01 13:18:53	51.303854780	-0.353259332	47.0		
T	2020-10-01 13:18:54	51.303851260	-0.353264529	47.0		
